Poço,Campo,Bacia,Localização,Operador,Petróleo (bbl/d),mes
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,401.434340732903,2018-10-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,397.239443257097,2018-10-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,Petrobras,390.168682331613,2018-10-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,376.417940289032,2018-10-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,350.080071053871,2018-10-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,Petrobras,339.567566675806,2018-10-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,339.164410144516,2018-10-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,332.898136207742,2018-10-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,Petrobras,322.313197566129,2018-10-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,Petrobras,311.663940544839,2018-10-01
3-LUC-6-AM,Leste Do Urucu,Solimões,Terra,Petrobras,303.364231904194,2018-10-01
7-LUC-52HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,286.875393540645,2018-10-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1407.45862340067,2018-11-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,1373.93016221467,2018-11-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,Maha Energy,1077.808632999,2018-11-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,961.174379905333,2018-11-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,807.103387352,2018-11-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,626.184131153333,2018-11-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,603.255467439667,2018-11-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,572.178774191667,2018-11-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,532.377904813333,2018-11-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,524.932866376667,2018-11-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,449.501061989667,2018-11-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,440.696585951667,2018-11-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,431.876804709333,2018-11-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,427.142884043,2018-11-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,420.962097416333,2018-11-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,413.780182698,2018-11-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,406.574157041333,2018-11-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,398.675623303667,2018-11-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,392.059372164667,2018-11-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,390.084162164333,2018-11-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,366.598221284667,2018-11-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,349.573592557667,2018-11-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,Petrobras,338.911316306,2018-11-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,332.709353985667,2018-11-01
3-BRSA-1218-AM,Sudoeste Urucu,Solimões,Terra,Petrobras,328.69289098,2018-11-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,Petrobras,311.804331809333,2018-11-01
7-LUC-52HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,308.715825439,2018-11-01
7-ANB-7D-AL,Anambé,Alagoas,Terra,Petrobras,306.910649969,2018-11-01
3-LUC-6-AM,Leste Do Urucu,Solimões,Terra,Petrobras,302.472769693333,2018-11-01
7-C-207-BA,Candeias,Recôncavo,Terra e Mar,Petrobras,298.535138973,2018-11-01
1-BRSA-769-AM,ARARA AZUL,Solimões,Terra,Petrobras,1427.11386033,2018-12-01
3-GTE-4DPA-BA,TIÊ,Recôncavo,Terra,Maha Energy,1173.75666138226,2018-12-01
3-GTE-3D-BA,TIÊ,Recôncavo,Terra,Maha Energy,993.896095181613,2018-12-01
7-LUC-69HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,940.423579812258,2018-12-01
7-LUC-38HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,769.731324723548,2018-12-01
7-LUC-65HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,604.993287836774,2018-12-01
3-SUC-3-AM,RIO URUCU,Solimões,Terra,Petrobras,570.068813466129,2018-12-01
7-RUC-112HPA-AM,RIO URUCU,Solimões,Terra,Petrobras,521.61962441871,2018-12-01
7-RUC-39HP-AM,RIO URUCU,Solimões,Terra,Petrobras,516.241633971613,2018-12-01
7-LUC-71HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,481.790721424839,2018-12-01
7-LUC-90HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,460.998638535806,2018-12-01
7-LUC-32HA-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,441.53147368871,2018-12-01
7-LUC-63HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,437.975904964839,2018-12-01
3-RUC-16D-AM,RIO URUCU,Solimões,Terra,Petrobras,428.733739309677,2018-12-01
7-RUC-103DP-AM,RIO URUCU,Solimões,Terra,Petrobras,424.083946542903,2018-12-01
4-SMT-3-AM,ARARACANGA,Solimões,Terra,Petrobras,409.668310714194,2018-12-01
7-LUC-41HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,400.885098291935,2018-12-01
7-RUC-67HPA-AM,RIO URUCU,Solimões,Terra,Petrobras,395.762961083871,2018-12-01
7-LUC-42HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,365.473467991935,2018-12-01
9-RUC-97DP-AM,RIO URUCU,Solimões,Terra,Petrobras,345.36027878871,2018-12-01
7-LUC-67HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,344.672051836452,2018-12-01
7-RUC-89H-AM,RIO URUCU,Solimões,Terra,Petrobras,334.599428364194,2018-12-01
3-RUC-8-AM,RIO URUCU,Solimões,Terra,Petrobras,325.385871199677,2018-12-01
3-BRSA-1171DP-AM,RIO URUCU,Solimões,Terra,Petrobras,321.756853726774,2018-12-01
4-LUC-3-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,318.640963011613,2018-12-01
7-LUC-80DP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,314.936062024516,2018-12-01
7-LUC-59HP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,305.866967592903,2018-12-01
7-LUC-22DP-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,305.863518342258,2018-12-01
3-LUC-6-AM,LESTE DO URUCU,Solimões,Terra,Petrobras,300.739352163226,2018-12-01
7-FAL-107-ES,FAZENDA ALEGRE,Espírito Santo,Terra,Petrobras,300.65859911871,2018-12-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,Petrobras,1457.13979009323,2019-01-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,Maha Energy,1144.1543807571,2019-01-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,Maha Energy,990.63878519,2019-01-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,Petrobras,840.35635486,2019-01-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,825.351302965161,2019-01-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,727.337193735161,2019-01-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,599.078025877419,2019-01-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,Petrobras,539.167179833226,2019-01-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,500.457457225161,2019-01-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,Petrobras,489.826866736774,2019-01-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,452.134673069032,2019-01-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,449.381968157097,2019-01-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,446.138455168065,2019-01-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,Petrobras,441.319446222581,2019-01-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,Petrobras,408.654231024516,2019-01-01
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,401.752077586452,2019-01-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,Petrobras,400.340319587097,2019-01-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,Petrobras,356.653936989355,2019-01-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,348.878311549677,2019-01-01
4-SMT-3-AM,Araracanga,Solimões,Terra,Petrobras,347.063599916129,2019-01-01
7-FAL-118-ES,Fazenda Alegre,Espírito Santo,Terra,Petrobras,337.02688923,2019-01-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,335.103018958387,2019-01-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,Petrobras,326.138010737419,2019-01-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,Petrobras,314.859975613226,2019-01-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,312.232052415806,2019-01-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,307.857793906452,2019-01-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,Petrobras,306.248617031935,2019-01-01
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,Petrobras,301.031321085484,2019-01-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,Petrobras,300.376977948387,2019-01-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,Petrobras,297.30734777129,2019-01-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1474.36942749607,2019-02-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1310.64522392393,2019-02-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,1118.04966927143,2019-02-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,956.87149093286,2019-02-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,721.73795125036,2019-02-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,604.1724169075,2019-02-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,565.334861882143,2019-02-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,557.207304181786,2019-02-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,520.613189601786,2019-02-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,516.0333093775,2019-02-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,503.985852230714,2019-02-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,485.215037466071,2019-02-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,481.350847765357,2019-02-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,466.202065016428,2019-02-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,443.388699510357,2019-02-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,NA,395.780229076071,2019-02-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,394.615940317857,2019-02-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,390.99345903,2019-02-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,388.721714439643,2019-02-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,387.263826336071,2019-02-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,386.188493462143,2019-02-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,379.587562503214,2019-02-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,375.447968978928,2019-02-01
7-LUC-88HP-AM,Leste Do Urucu,Solimões,Terra,NA,354.232889121071,2019-02-01
7-SDM-4-RN,Angico/Janduí/Sabiá Da Mata,Potiguar,Terra,NA,322.129514679493,2019-02-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,315.3097477525,2019-02-01
4-BRSA-1228D-BA,Bonsucesso/Gomo,Recôncavo,Terra,NA,308.668606936786,2019-02-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,NA,301.176993954643,2019-02-01
7-FAL-118-ES,Fazenda Alegre,Espírito Santo,Terra,NA,300.746591241786,2019-02-01
7-SBO-5-RN,Sabiá/Sabiá Bico-De-Osso,Potiguar,Terra,NA,298.073626410611,2019-02-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1603.44564022355,2019-03-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1518.78073968161,2019-03-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,851.995749713547,2019-03-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,815.32291106,2019-03-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,702.842644624193,2019-03-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,550.737386776774,2019-03-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,535.28859893129,2019-03-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,520.7333699,2019-03-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,508.153547002903,2019-03-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,469.223478147742,2019-03-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,469.039653378064,2019-03-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,453.604256740968,2019-03-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,425.735326013548,2019-03-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,423.187750066452,2019-03-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,408.997532912258,2019-03-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,395.131951112903,2019-03-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,383.88658242129,2019-03-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,374.893168606774,2019-03-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,374.273115079032,2019-03-01
7-LUC-61HP-AM,Leste Do Urucu,Solimões,Terra,NA,373.074196134193,2019-03-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,365.894073673548,2019-03-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,364.383301890968,2019-03-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,NA,357.08509332,2019-03-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,356.634255970968,2019-03-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,349.532248892581,2019-03-01
7-RUC-89H-AM,Rio Urucu,Solimões,Terra,NA,344.162577226452,2019-03-01
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,NA,326.839223103871,2019-03-01
7-LUC-67HP-AM,Leste Do Urucu,Solimões,Terra,NA,326.511341395484,2019-03-01
7-RUC-65DP-AM,Rio Urucu,Solimões,Terra,NA,324.373414686774,2019-03-01
7-SDM-4-RN,Angico/Janduí/Sabiá Da Mata,Potiguar,Terra,NA,309.031237091819,2019-03-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1599.98455614628,2019-04-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1585.942884488,2019-04-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,807.169614858091,2019-04-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,781.241365914669,2019-04-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,729.953206873,2019-04-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,717.928348115,2019-04-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,577.490309076333,2019-04-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,564.84380743,2019-04-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,564.455306832333,2019-04-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,504.534173905333,2019-04-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,497.319342514667,2019-04-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,438.765194961,2019-04-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,423.961498145,2019-04-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,408.064632351,2019-04-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,404.104777635333,2019-04-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,394.218663937667,2019-04-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,386.298325525333,2019-04-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,366.741419292333,2019-04-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,366.483117761667,2019-04-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,344.27275035,2019-04-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,334.736140428,2019-04-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,325.742131448667,2019-04-01
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,NA,309.515469950333,2019-04-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,304.834174027667,2019-04-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,302.92353941,2019-04-01
7-SDM-4-RN,Angico/Janduí/Sabiá Da Mata,Potiguar,Terra,NA,299.867765210907,2019-04-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,NA,293.947141898667,2019-04-01
7-FAL-107-ES,Fazenda Alegre,Espírito Santo,Terra,NA,284.102540947,2019-04-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,NA,283.137055112,2019-04-01
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,NA,281.768602116333,2019-04-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1592.73429669065,2019-05-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1549.2051593429,2019-05-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,903.59674226226,2019-05-01
3-GTE-3D-BA,Tiê,Recôncavo,Terra,NA,774.981084205486,2019-05-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,687.784027895807,2019-05-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,655.459274026127,2019-05-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,638.11502150258,2019-05-01
9-RUC-75D-AM,0,Solimões,Terra,NA,605.290329186452,2019-05-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,571.484832304516,2019-05-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,546.231245154516,2019-05-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,489.586636574194,2019-05-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,443.395083522581,2019-05-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,409.83833848129,2019-05-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,398.064219955484,2019-05-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,387.299920280323,2019-05-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,386.216246886452,2019-05-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,384.715011267419,2019-05-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,380.42657823,2019-05-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,376.496867259677,2019-05-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,338.194156227742,2019-05-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,337.552595607742,2019-05-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,335.883158295484,2019-05-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,309.29085610096803,2019-05-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,307.603969638387,2019-05-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,295.425882992903,2019-05-01
7-SBO-5-RN,Sabiá/Sabiá Bico-De-Osso,Potiguar,Terra,NA,294.554997929274,2019-05-01
7-SDM-4-RN,Angico/Janduí/Sabiá Da Mata,Potiguar,Terra,NA,293.713800768845,2019-05-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,292.465411453871,2019-05-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,NA,284.753901496774,2019-05-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,NA,274.95336303129,2019-05-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1593.98901910033,2019-06-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1295.78975598133,2019-06-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1068.77478855633,2019-06-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,928.720218267331,2019-06-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,700.268448578,2019-06-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,693.462035516669,2019-06-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,626.268624267667,2019-06-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,622.519268526667,2019-06-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,485.489677527,2019-06-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,484.605959222,2019-06-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,466.068840850333,2019-06-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,460.585594152667,2019-06-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,432.647096774,2019-06-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,414.068465656333,2019-06-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,410.113013807667,2019-06-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,379.955681121333,2019-06-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,379.569696447667,2019-06-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,359.716120843,2019-06-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,359.070157356,2019-06-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,351.374574821,2019-06-01
4-RUC-10-AM,Rio Urucu,Solimões,Terra,NA,342.036722895,2019-06-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,330.805428498667,2019-06-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,326.507601325667,2019-06-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,310.860231328333,2019-06-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,305.819787254667,2019-06-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,302.915991638,2019-06-01
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,NA,301.485479183667,2019-06-01
7-SDM-4-RN,Angico/Janduí/Sabiá Da Mata,Potiguar,Terra,NA,292.881679533717,2019-06-01
7-SBO-5-RN,Sabiá/Sabiá Bico-De-Osso,Potiguar,Terra,NA,282.923920706943,2019-06-01
3-BRSA-1171DP-AM,Rio Urucu,Solimões,Terra,NA,282.024597383333,2019-06-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1659.54222374549,2019-07-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,1395.42539175581,2019-07-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1022.98910409387,2019-07-01
7-LUC-69HP-AM,Leste Do Urucu,Solimões,Terra,NA,961.786818028707,2019-07-01
3-SUC-3-AM,Rio Urucu,Solimões,Terra,NA,709.9746804729,2019-07-01
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,NA,678.951308581934,2019-07-01
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,NA,650.474295255486,2019-07-01
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,NA,617.287431621613,2019-07-01
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,NA,542.736342662581,2019-07-01
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,NA,521.206120135484,2019-07-01
7-LUC-90HP-AM,Leste Do Urucu,Solimões,Terra,NA,434.766884482258,2019-07-01
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,NA,423.602674629355,2019-07-01
7-RUC-112HPA-AM,Rio Urucu,Solimões,Terra,NA,422.875085640323,2019-07-01
7-LUC-25-AM,Leste Do Urucu,Solimões,Terra,NA,418.335060202903,2019-07-01
7-LUC-32HA-AM,Leste Do Urucu,Solimões,Terra,NA,410.15222029,2019-07-01
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,NA,402.179378872258,2019-07-01
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,NA,398.451347616129,2019-07-01
4-SMT-3-AM,Araracanga,Solimões,Terra,NA,366.165752886129,2019-07-01
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,NA,362.107810950645,2019-07-01
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,NA,347.694609887097,2019-07-01
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,NA,346.870644777097,2019-07-01
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,NA,339.374002845484,2019-07-01
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,NA,332.158373392903,2019-07-01
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,NA,324.857932953871,2019-07-01
4-RUC-10-AM,Rio Urucu,Solimões,Terra,NA,319.827505233548,2019-07-01
4-LUC-3-AM,Leste Do Urucu,Solimões,Terra,NA,309.441202849677,2019-07-01
1-BRSA-1304-BA,Guriatã,Recôncavo,Terra,NA,286.052037121935,2019-07-01
3-RUC-8-AM,Rio Urucu,Solimões,Terra,NA,285.988530330645,2019-07-01
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,NA,283.524142193226,2019-07-01
7-SDM-4-RN,Angico/Janduí/Sabiá Da Mata,Potiguar,Terra,NA,282.7548233583,2019-07-01
7-TIE-1D-BA,Tiê,Recôncavo,Terra,NA,1913.51825883839,2019-08-01
1-BRSA-769-AM,Arara Azul,Solimões,Terra,NA,1640.47050534,2019-08-01
3-GTE-4DPA-BA,Tiê,Recôncavo,Terra,NA,979.121128594513,2019-08-01
