Nº,Poço,Campo,Bacia,Localização,Operador,Gás natural (Mm³/d),mes
5,9-LL-20D-RJS,Lula,Santos,Mar,Petrobras,1486.08281233333,2018-11-01
6,7-LL-73D-RJS,Lula,Santos,Mar,Petrobras,1458.89178133333,2018-11-01
7,3-BRSA-830-RJS,Lula,Santos,Mar,Petrobras,1344.66905933333,2018-11-01
8,7-LL-51-RJS,Lula,Santos,Mar,Petrobras,1319.94967966667,2018-11-01
9,7-LL-83D-RJS,Lula,Santos,Mar,Petrobras,1290.879481,2018-11-01
10,7-LL-60D-RJS,Lula,Santos,Mar,Petrobras,1226.74843733333,2018-11-01
11,9-LL-12D-RJS,Lula,Santos,Mar,Petrobras,1199.51275233333,2018-11-01
12,8-LL-37D-RJS,Lula,Santos,Mar,Petrobras,1192.897167,2018-11-01
13,8-LL-81D-RJS,Lula,Santos,Mar,Petrobras,1169.36464166667,2018-11-01
14,7-MNT-6D-BAS,Manati,Camamu,Mar,Petrobras,1153.61094233333,2018-11-01
15,7-LL-15D-RJS,Lula,Santos,Mar,Petrobras,1148.736453,2018-11-01
16,9-BRSA-1191-RJS,Búzios,Santos,Mar,Petrobras,1100.23028733333,2018-11-01
17,8-LL-87D-RJS,Lula,Santos,Mar,Petrobras,1086.15195033333,2018-11-01
18,7-SPH-3-SPS,Sapinhoá,Santos,Mar,Petrobras,1073.57322266667,2018-11-01
19,7-LL-28D-RJS,Lula,Santos,Mar,Petrobras,1068.88443233333,2018-11-01
20,7-LL-66-RJS,Lula,Santos,Mar,Petrobras,1053.233869,2018-11-01
21,7-SPH-1-SPS,Sapinhoá,Santos,Mar,Petrobras,1034.347571,2018-11-01
22,7-LL-80DB-RJS,Lula,Santos,Mar,Petrobras,990.046881666667,2018-11-01
23,4-BRSA-1001-ESS,Golfinho,Espírito Santo,Mar,Petrobras,971.375380333333,2018-11-01
24,7-SPH-2D-SPS,Sapinhoá,Santos,Mar,Petrobras,960.515592666667,2018-11-01
25,7-LL-70-RJS,Lula,Santos,Mar,Petrobras,956.7149,2018-11-01
26,3-BRSA-883-RJS,Lula,Santos,Mar,Petrobras,943.327871666667,2018-11-01
27,7-SPH-14D-SPS,Sapinhoá,Santos,Mar,Petrobras,936.112929,2018-11-01
28,7-MNT-5D-BAS,Manati,Camamu,Mar,Petrobras,933.374423333333,2018-11-01
29,3-BRSA-496-RJS,Lula,Santos,Mar,Petrobras,931.237222,2018-11-01
30,7-LL-46-RJS,Lula,Santos,Mar,Petrobras,930.108589,2018-11-01
1,7-MXL-18HA-SPS,MEXILHÃO,Santos,Mar,Petrobras,1850.97175483871,2018-12-01
2,9-LL-2-RJS,LULA,Santos,Mar,Petrobras,1789.23471193548,2018-12-01
3,7-MXL-17HPA-SPS,MEXILHÃO,Santos,Mar,Petrobras,1757.26562709677,2018-12-01
4,7-LL-27-RJS,LULA,Santos,Mar,Petrobras,1565.63901258065,2018-12-01
5,7-RO-154D-RJS,RONCADOR,Campos,Mar,Petrobras,1494.78431774193,2018-12-01
6,7-LL-73D-RJS,LULA,Santos,Mar,Petrobras,1407.27858129032,2018-12-01
7,7-LL-51-RJS,LULA,Santos,Mar,Petrobras,1373.22869516129,2018-12-01
8,7-LL-83D-RJS,LULA,Santos,Mar,Petrobras,1298.47930870968,2018-12-01
9,9-LL-20D-RJS,LULA,Santos,Mar,Petrobras,1294.29447645161,2018-12-01
10,7-SPH-14D-SPS,SAPINHOÁ,Santos,Mar,Petrobras,1252.67082709677,2018-12-01
11,7-LL-60D-RJS,LULA,Santos,Mar,Petrobras,1200.57921354839,2018-12-01
12,8-LL-81D-RJS,LULA,Santos,Mar,Petrobras,1183.50978580645,2018-12-01
13,9-LL-12D-RJS,LULA,Santos,Mar,Petrobras,1162.27771322581,2018-12-01
14,3-BRSA-830-RJS,LULA,Santos,Mar,Petrobras,1146.40418612903,2018-12-01
15,3-BRSA-496-RJS,LULA,Santos,Mar,Petrobras,1115.92586,2018-12-01
16,7-LL-15D-RJS,LULA,Santos,Mar,Petrobras,1114.65292064516,2018-12-01
17,7-SPH-17-SPS,SAPINHOÁ,Santos,Mar,Petrobras,1088.6020716129,2018-12-01
18,7-SPH-3-SPS,SAPINHOÁ,Santos,Mar,Petrobras,1064.38817645161,2018-12-01
19,8-LL-87D-RJS,LULA,Santos,Mar,Petrobras,1059.1860896774199,2018-12-01
20,7-LL-28D-RJS,LULA,Santos,Mar,Petrobras,1056.49457903226,2018-12-01
21,7-LL-66-RJS,LULA,Santos,Mar,Petrobras,1016.2832283871,2018-12-01
22,3-BRSA-1053-RJS,BÚZIOS,Santos,Mar,Petrobras,1007.88212903226,2018-12-01
23,8-LL-37D-RJS,LULA,Santos,Mar,Petrobras,1005.13896548387,2018-12-01
24,7-LL-80DB-RJS,LULA,Santos,Mar,Petrobras,1002.10615935484,2018-12-01
25,3-BRSA-788-SPS,SAPINHOÁ,Santos,Mar,Petrobras,998.893121935484,2018-12-01
26,9-BRSA-1191-RJS,BÚZIOS,Santos,Mar,Petrobras,992.249758064516,2018-12-01
27,7-MNT-6D-BAS,MANATI,Camamu,Mar,Petrobras,971.484999354839,2018-12-01
28,7-SPH-2D-SPS,SAPINHOÁ,Santos,Mar,Petrobras,967.517580967742,2018-12-01
29,9-BRSA-908D-RJS,LULA,Santos,Mar,Petrobras,960.51677483871,2018-12-01
30,7-LL-61-RJS,LULA,Santos,Mar,Petrobras,960.488725806452,2018-12-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,Petrobras,2273.85252096774,2019-01-01
2,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,Petrobras,1877.52655677419,2019-01-01
3,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,Petrobras,1807.1273383871,2019-01-01
4,7-LL-73D-RJS,Lula,Santos,Mar,Petrobras,1633.44608322581,2019-01-01
5,9-LL-2-RJS,Lula,Santos,Mar,Petrobras,1593.25007483871,2019-01-01
6,9-LL-20D-RJS,Lula,Santos,Mar,Petrobras,1490.76845419355,2019-01-01
7,7-LL-27-RJS,Lula,Santos,Mar,Petrobras,1370.48805806452,2019-01-01
8,7-LL-51-RJS,Lula,Santos,Mar,Petrobras,1366.40073967742,2019-01-01
9,7-RO-154D-RJS,Roncador,Campos,Mar,Petrobras,1328.24417096774,2019-01-01
10,7-SPH-14D-SPS,Sapinhoá,Santos,Mar,Petrobras,1317.13498258065,2019-01-01
11,8-LL-81D-RJS,Lula,Santos,Mar,Petrobras,1204.41890774194,2019-01-01
12,9-BRSA-908D-RJS,Lula,Santos,Mar,Petrobras,1194.86575451613,2019-01-01
13,7-LL-83D-RJS,Lula,Santos,Mar,Petrobras,1164.06430322581,2019-01-01
14,8-LL-37D-RJS,Lula,Santos,Mar,Petrobras,1149.40298580645,2019-01-01
15,3-BRSA-496-RJS,Lula,Santos,Mar,Petrobras,1147.72265032258,2019-01-01
16,7-SPH-17-SPS,Sapinhoá,Santos,Mar,Petrobras,1132.62694225806,2019-01-01
17,7-LL-15D-RJS,Lula,Santos,Mar,Petrobras,1123.5723283871,2019-01-01
18,9-LL-12D-RJS,Lula,Santos,Mar,Petrobras,1114.48996258064,2019-01-01
19,3-BRSA-788-SPS,Sapinhoá,Santos,Mar,Petrobras,1037.41598483871,2019-01-01
20,7-LL-80DB-RJS,Lula,Santos,Mar,Petrobras,1007.39104548387,2019-01-01
21,7-LL-28D-RJS,Lula,Santos,Mar,Petrobras,1001.28068580645,2019-01-01
22,7-LL-60D-RJS,Lula,Santos,Mar,Petrobras,999.259211290323,2019-01-01
23,7-LL-59-RJS,Lula,Santos,Mar,Petrobras,998.523082258065,2019-01-01
24,7-LL-66-RJS,Lula,Santos,Mar,Petrobras,986.622629677419,2019-01-01
25,7-LL-61-RJS,Lula,Santos,Mar,Petrobras,974.139281935484,2019-01-01
26,9-LL-7-RJS,Lula,Santos,Mar,Petrobras,937.457602580645,2019-01-01
27,3-BRSA-839A-RJS,Lula,Santos,Mar,Petrobras,901.085340967742,2019-01-01
28,7-LL-70-RJS,Lula,Santos,Mar,Petrobras,900.504612903226,2019-01-01
29,3-BRSA-830-RJS,Lula,Santos,Mar,Petrobras,883.807508387097,2019-01-01
30,7-LL-31D-RJS,Lula,Santos,Mar,Petrobras,881.328349354839,2019-01-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,2769.99464928571,2019-02-01
2,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1803.80118607143,2019-02-01
3,7-LL-73D-RJS,Lula,Santos,Mar,NA,1695.88607928571,2019-02-01
4,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1646.23246357143,2019-02-01
5,9-LL-20D-RJS,Lula,Santos,Mar,NA,1463.95045392857,2019-02-01
6,9-LL-2-RJS,Lula,Santos,Mar,NA,1442.74686107143,2019-02-01
7,7-LL-51-RJS,Lula,Santos,Mar,NA,1398.40324785714,2019-02-01
8,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1357.89257142857,2019-02-01
9,8-LL-81D-RJS,Lula,Santos,Mar,NA,1224.25168464286,2019-02-01
10,7-LL-27-RJS,Lula,Santos,Mar,NA,1224.12892428571,2019-02-01
11,7-LL-15D-RJS,Lula,Santos,Mar,NA,1188.48320642857,2019-02-01
12,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1166.0230575,2019-02-01
13,3-BRSA-496-RJS,Lula,Santos,Mar,NA,1145.03360214286,2019-02-01
14,8-LL-37D-RJS,Lula,Santos,Mar,NA,1120.19194392857,2019-02-01
15,7-MNT-6D-BAS,Manati,Camamu,Mar,NA,1111.24462821429,2019-02-01
16,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,1083.4013775,2019-02-01
17,3-BRSA-788-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1065.4403225,2019-02-01
18,9-LL-12D-RJS,Lula,Santos,Mar,NA,1060.32950821428,2019-02-01
19,7-LL-59-RJS,Lula,Santos,Mar,NA,1059.41968071429,2019-02-01
20,7-LL-83D-RJS,Lula,Santos,Mar,NA,1047.80976,2019-02-01
21,7-SPH-3-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1029.7336975,2019-02-01
22,7-LL-70-RJS,Lula,Santos,Mar,NA,1019.46080321429,2019-02-01
23,7-LL-80DB-RJS,Lula,Santos,Mar,NA,1004.36321857143,2019-02-01
24,7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1004.19009392857,2019-02-01
25,7-LL-28D-RJS,Lula,Santos,Mar,NA,990.65211,2019-02-01
26,7-LL-60D-RJS,Lula,Santos,Mar,NA,958.334877142857,2019-02-01
27,7-LL-61-RJS,Lula,Santos,Mar,NA,952.431358214286,2019-02-01
28,7-LL-66-RJS,Lula,Santos,Mar,NA,945.3972275,2019-02-01
29,7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,943.1105375,2019-02-01
30,9-LL-7-RJS,Lula,Santos,Mar,NA,940.4493275,2019-02-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,2104.86939419355,2019-03-01
2,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1864.45026645161,2019-03-01
3,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1785.69081,2019-03-01
4,7-LL-73D-RJS,Lula,Santos,Mar,NA,1715.61235129032,2019-03-01
5,9-LL-2-RJS,Lula,Santos,Mar,NA,1508.20951612903,2019-03-01
6,9-LL-20D-RJS,Lula,Santos,Mar,NA,1475.31896483871,2019-03-01
7,7-LL-51-RJS,Lula,Santos,Mar,NA,1402.3726,2019-03-01
8,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1353.50834903226,2019-03-01
9,7-LL-27-RJS,Lula,Santos,Mar,NA,1336.63438612903,2019-03-01
10,8-LL-81D-RJS,Lula,Santos,Mar,NA,1273.44741516129,2019-03-01
11,7-LL-83D-RJS,Lula,Santos,Mar,NA,1210.85697322581,2019-03-01
12,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1197.13717483871,2019-03-01
13,7-LL-15D-RJS,Lula,Santos,Mar,NA,1118.80681064516,2019-03-01
14,3-BRSA-496-RJS,Lula,Santos,Mar,NA,1087.24441225806,2019-03-01
15,7-LL-59-RJS,Lula,Santos,Mar,NA,1070.0403783871,2019-03-01
16,9-LL-12D-RJS,Lula,Santos,Mar,NA,1053.07561419355,2019-03-01
17,7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1019.41503870968,2019-03-01
18,7-LL-80DB-RJS,Lula,Santos,Mar,NA,1007.30340548387,2019-03-01
19,7-LL-60D-RJS,Lula,Santos,Mar,NA,1004.33778645161,2019-03-01
20,3-BRSA-788-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,994.364127096774,2019-03-01
21,7-SPH-3-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,986.002591290323,2019-03-01
22,9-BUZ-1-RJS,Búzios,Santos,Mar,NA,974.309161290323,2019-03-01
23,7-LL-61-RJS,Lula,Santos,Mar,NA,954.668593870968,2019-03-01
24,7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,951.259131935484,2019-03-01
25,7-LL-28D-RJS,Lula,Santos,Mar,NA,940.067553548387,2019-03-01
26,9-LL-7-RJS,Lula,Santos,Mar,NA,938.179483548387,2019-03-01
27,7-LL-67D-RJS,Lula,Santos,Mar,NA,933.258193548387,2019-03-01
28,7-LL-66-RJS,Lula,Santos,Mar,NA,931.083031290323,2019-03-01
29,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,913.008482903226,2019-03-01
30,7-LL-31D-RJS,Lula,Santos,Mar,NA,900.745138709677,2019-03-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,2783.151269,2019-04-01
2,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1974.76974366667,2019-04-01
3,9-LL-2-RJS,Lula,Santos,Mar,NA,1925.523554,2019-04-01
4,7-LL-73D-RJS,Lula,Santos,Mar,NA,1661.521706,2019-04-01
5,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1621.223573,2019-04-01
6,7-LL-27-RJS,Lula,Santos,Mar,NA,1577.36498766667,2019-04-01
7,9-LL-20D-RJS,Lula,Santos,Mar,NA,1448.165075,2019-04-01
8,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1401.44670133333,2019-04-01
9,7-LL-51-RJS,Lula,Santos,Mar,NA,1383.933494,2019-04-01
10,7-LL-83D-RJS,Lula,Santos,Mar,NA,1353.223173,2019-04-01
11,8-LL-81D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1330.941717,2019-04-01
12,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1295.63008733333,2019-04-01
13,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,1233.63402833333,2019-04-01
14,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1188.87185533333,2019-04-01
15,7-LL-60D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1161.88397,2019-04-01
16,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1075.67718633333,2019-04-01
17,7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1059.24107966667,2019-04-01
18,7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1058.65751966667,2019-04-01
19,7-BUZ-17-RJS,Búzios,Santos,Mar,NA,1029.654826,2019-04-01
20,3-BRSA-830-RJS,Lula,Santos,Mar,NA,1028.08043533333,2019-04-01
21,7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1014.068359,2019-04-01
22,7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1007.32552666667,2019-04-01
23,7-LL-31D-RJS,Lula,Santos,Mar,NA,951.070426333333,2019-04-01
24,7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,943.898456333333,2019-04-01
25,9-BUZ-1-RJS,Búzios,Santos,Mar,NA,943.506466666667,2019-04-01
26,9-LL-7-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,942.607822,2019-04-01
27,3-BRSA-788-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,937.665759,2019-04-01
28,7-LL-84D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,932.917872666667,2019-04-01
29,7-LL-45D-RJS,Lula,Santos,Mar,NA,926.025167,2019-04-01
30,4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,915.685688333333,2019-04-01
1,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,2069.22050612903,2019-05-01
2,9-LL-2-RJS,Lula,Santos,Mar,NA,1862.49977870968,2019-05-01
3,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1709.17637516129,2019-05-01
4,7-LL-73D-RJS,Lula,Santos,Mar,NA,1516.92000935484,2019-05-01
5,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1486.68936709677,2019-05-01
6,7-LL-27-RJS,Lula,Santos,Mar,NA,1453.12799709677,2019-05-01
7,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,1448.54198064516,2019-05-01
8,9-LL-20D-RJS,Lula,Santos,Mar,NA,1331.13760612903,2019-05-01
9,7-LL-51-RJS,Lula,Santos,Mar,NA,1309.23213258065,2019-05-01
10,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,1297.10747032258,2019-05-01
11,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1292.84680096774,2019-05-01
12,7-BUZ-14DA-RJS,Búzios,Santos,Mar,NA,1290.19426870968,2019-05-01
13,7-LL-83D-RJS,Lula,Santos,Mar,NA,1266.85448709677,2019-05-01
14,7-LL-60D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1252.11987548387,2019-05-01
15,9-LL-12D-RJS,Anc_Lula,Santos,Mar,NA,1198.95168,2019-05-01
16,9-BRSA-908D-RJS,Anc_Lula,Santos,Mar,NA,1184.6005783871,2019-05-01
17,9-BUZ-3-RJS,Búzios,Santos,Mar,NA,1170.4466083871,2019-05-01
18,8-LL-81D-RJS,Anc_Lula,Santos,Mar,NA,1149.48440322581,2019-05-01
19,9-BUZ-7-RJS,Búzios,Santos,Mar,NA,1144.57274225806,2019-05-01
20,7-BUZ-17-RJS,Búzios,Santos,Mar,NA,1143.22289354839,2019-05-01
21,7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1134.58276032258,2019-05-01
22,3-BRSA-830-RJS,Lula,Santos,Mar,NA,1117.13930580645,2019-05-01
23,7-SPH-3-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa,Santos,Mar,NA,1070.88023903226,2019-05-01
24,7-LL-48D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1068.7445516129,2019-05-01
25,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1063.56898967742,2019-05-01
26,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1031.59788032258,2019-05-01
27,7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1024.60630483871,2019-05-01
28,7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1013.85759903226,2019-05-01
29,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1000.9207,2019-05-01
30,7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,998.575296451613,2019-05-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,2882.508971,2019-06-01
2,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,2058.13762566667,2019-06-01
3,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1558.532515,2019-06-01
4,7-LL-73D-RJS,Lula,Santos,Mar,NA,1534.11506933333,2019-06-01
5,9-LL-20D-RJS,Lula,Santos,Mar,NA,1412.34870966667,2019-06-01
6,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1335.20290666667,2019-06-01
7,7-LL-51-RJS,Lula,Santos,Mar,NA,1334.010026,2019-06-01
8,7-RO-111HP-RJS,Roncador,Campos,Mar,NA,1280.15020266667,2019-06-01
9,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1230.93588,2019-06-01
10,9-BRSA-908D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1228.71177833333,2019-06-01
11,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1188.38137466667,2019-06-01
12,8-LL-81D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1159.45607133333,2019-06-01
13,7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1136.47545366667,2019-06-01
14,3-BRSA-496-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1070.04983333333,2019-06-01
15,7-LL-60D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1066.56636,2019-06-01
16,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1043.273685,2019-06-01
17,9-BUZ-1-RJS,Búzios,Santos,Mar,NA,1041.06716133333,2019-06-01
18,9-BUZ-3-RJS,Búzios,Santos,Mar,NA,1032.80749466667,2019-06-01
19,7-BUZ-14DA-RJS,Búzios,Santos,Mar,NA,1014.92540166667,2019-06-01
20,7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,991.421749333333,2019-06-01
21,7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,990.921484666667,2019-06-01
22,7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,965.261575333333,2019-06-01
23,7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,965.258326,2019-06-01
24,7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,961.443401333333,2019-06-01
25,7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,948.211626,2019-06-01
26,9-LL-7-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,927.448545333333,2019-06-01
27,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,925.580102,2019-06-01
28,3-BRSA-788-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,902.537071333333,2019-06-01
29,6-BRSA-1222A-ESS,Jubarte,Campos,Mar,NA,885.975594333333,2019-06-01
30,9-BUZ-4-RJS,Búzios,Santos,Mar,NA,884.749366666667,2019-06-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,2862.54432645161,2019-07-01
2,7-BUZ-14DA-RJS,Búzios,Santos,Mar,NA,1825.20736677419,2019-07-01
3,7-MXL-18HA-SPS,Mexilhão,Santos,Mar,NA,1819.57759677419,2019-07-01
4,9-LL-2-RJS,Lula,Santos,Mar,NA,1812.28092612903,2019-07-01
5,7-MXL-17HPA-SPS,Mexilhão,Santos,Mar,NA,1696.62299419355,2019-07-01
6,9-BUZ-3-RJS,Búzios,Santos,Mar,NA,1648.94150935484,2019-07-01
7,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1552.33995903226,2019-07-01
8,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,1443.02008709677,2019-07-01
9,9-LL-20D-RJS,Lula,Santos,Mar,NA,1415.6709216129,2019-07-01
10,7-LL-27-RJS,Lula,Santos,Mar,NA,1415.12176258065,2019-07-01
11,7-LL-51-RJS,Lula,Santos,Mar,NA,1369.44891354839,2019-07-01
12,9-BUZ-7-RJS,Búzios,Santos,Mar,NA,1316.21776225806,2019-07-01
13,7-LL-73D-RJS,Lula,Santos,Mar,NA,1293.23034516129,2019-07-01
14,7-LL-83D-RJS,Lula,Santos,Mar,NA,1289.96124677419,2019-07-01
15,7-SPH-14D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1237.99000580645,2019-07-01
16,7-LL-60D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1171.88098612903,2019-07-01
17,9-BRSA-908D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1135.47729387097,2019-07-01
18,7-BUZ-17-RJS,Búzios,Santos,Mar,NA,1129.79031516129,2019-07-01
19,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1103.16655870968,2019-07-01
20,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1068.77666548387,2019-07-01
21,3-BRSA-496-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1063.89018064516,2019-07-01
22,7-BUZ-24D-RJS,Búzios,Santos,Mar,NA,1053.8980583871,2019-07-01
23,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1043.04411709677,2019-07-01
24,7-SPH-5-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,1038.88163290323,2019-07-01
25,3-BRSA-830-RJS,Lula,Santos,Mar,NA,1035.7789783871,2019-07-01
26,7-LL-63D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,1028.72409032258,2019-07-01
