Operador,Petróleo (bbl/d),Gás Natural (Mm³/d),Produção Total (boe/d),mes
Central Resources,5.0947461,0.00419354838709677,5.12112272258065,2018-10-01
Petroborn,0,0.597641290322581,3.75905016428387,2018-10-01
Leros,1.78305968645161,0.00283483870967742,1.80089028331613,2018-10-01
Petroil,0.643962921625806,0,0.643962921625806,2018-10-01
Energizzi Energias,0.40579419354838703,0,0.40579419354838703,2018-10-01
NA,2614131.856357558,117037.13675451599,3350273.209487487,2018-10-01
Petrobras,2391468.78282496,107574.260808667,3068090.44420192,2018-11-01
Equinor Brasil,59374.8901843433,105.309,60037.2637856333,2018-11-01
Total E&P do Brasil,30382.2185530733,1284.27566466667,38460.0684714504,2018-11-01
Shell Brasil,33512.1392108175,321.927930333333,35537.0047263074,2018-11-01
Chevron Frade,19629.81771052,286.432459333333,21431.4234575594,2018-11-01
Parnaíba Gás Natural,40.2238339415933,2550.76669333333,16084.0616893365,2018-11-01
Queiroz Galvão,12421.5969101633,81.2286666666667,12932.50979005,2018-11-01
PetroRio O&G,9788.76559335493,25.517341,9949.26481995014,2018-11-01
Dommo Energia,5873.41830286622,16.9670093333333,5980.13756784112,2018-11-01
Maha Energy,2485.26725639967,45.8399333333333,2773.591727479,2018-11-01
SHB,846.658937367507,8.552807,900.454468364177,2018-11-01
Petrosynergy,496.833611937417,9.58288866666667,557.108160901903,2018-11-01
Imetame,167.982588844207,22.7780626666667,311.252275185633,2018-11-01
Partex Brasil,278.177330266667,0.39804,280.680926239067,2018-11-01
Nova Petróleo Rec,221.759059619973,2.09779133333333,234.953768526287,2018-11-01
Petrogal Brasil,158.621043203937,3.088,178.043976483937,2018-11-01
Recôncavo E&P,79.5323411863333,1.15378933333333,86.7894568730267,2018-11-01
Phoenix,22.314987918,9.96843833333333,85.0145710313833,2018-11-01
Santana,51.3441802827333,1.06857666666667,58.0653244865,2018-11-01
Perícia,22.4126896333333,0.0712666666666667,22.860943426,2018-11-01
Alvopetro,20.4152556376667,0.221060666666667,21.8056852294733,2018-11-01
Guto & Cacal,18.798984128,0.060348,19.17856158188,2018-11-01
Vipetro,13.21441907425,0.0315136666666667,13.4126340499867,2018-11-01
EPG Brasil,7.1074853,0.11355,7.8216932255,2018-11-01
Central Resources,7.27521356666667,0.00566666666666667,7.31085582333333,2018-11-01
Leros,1.52947213166667,0.00243166666666667,1.54476685298333,2018-11-01
Nord,1.257962,0.00196166666666667,1.27030051061667,2018-11-01
Petroborn,0,0.135994333333333,0.855378517743333,2018-11-01
Petroil,0.23348403701,0,0.23348403701,2018-11-01
Total Geral,2567392.58942658,112351.857694,3274064.42746887,2018-11-01
Petrobras,2514685.19663141,111477.383134839,3215856.75584675,2018-12-01
Equinor Brasil,63262.8075314516,107.253870967742,63937.4140016032,2018-12-01
Shell Brasil,33360.9240781567,340.913576451613,35505.2057004579,2018-12-01
Total E&P do Brasil,26003.4096028968,1203.4560583871,33572.9195535005,2018-12-01
Chevron Frade,19900.0681217452,266.739414516129,21577.8083585629,2018-12-01
Queiroz Galvão,12345.1703757065,80.7229032258064,12852.9020996452,2018-12-01
PetroRio O&G,10097.5311726113,25.6828548387097,10259.0714498044,2018-12-01
Dommo Energia,5956.26747884467,17.4353670967742,6065.93262516363,2018-12-01
Maha Energy,2167.65275656387,41.1454838709677,2426.45003247032,2018-12-01
SHB,1650.07152697434,9.25910290322581,1708.30952500608,2018-12-01
Petrosynergy,489.279975873158,7.82273612903226,538.483499804906,2018-12-01
Imetame,180.552285011939,37.6614261290323,417.435499692587,2018-12-01
Parnaíba Gás Natural,5.68088537801613,48.3954835483871,310.079281755497,2018-12-01
Partex Brasil,268.87111676129,0.384723870967742,271.290956812142,2018-12-01
Nova Petróleo Rec,210.852704112535,2.44517161290323,226.23236897509,2018-12-01
Petrogal Brasil,159.186920433913,3.20834774193548,179.366818144616,2018-12-01
Recôncavo E&P,88.4970180087097,1.28089548387097,96.5536072321161,2018-12-01
Phoenix,19.5282368732258,10.3754077419355,84.787580242529,2018-12-01
Santana,68.3722028018387,1.39155806451613,77.1248386316129,2018-12-01
Perícia,20.9389803870968,0.0665806451612903,21.3577599948387,2018-12-01
Guto & Cacal,17.20892016,0.055198064516129,17.5561054981742,2018-12-01
Alvopetro,15.011950396129,0.188129032258065,16.1952462645161,2018-12-01
Vipetro,13.6804686331129,0.0326251612903226,13.8856746988484,2018-12-01
EPG Brasil,6.43792488064516,0.0836935483870968,6.96434139822581,2018-12-01
Newo,6.68951728064516,0,6.68951728064516,2018-12-01
Central Resources,4.67474910967742,0.00387096774193548,4.69909676129032,2018-12-01
Ubuntu Engenharia,4.32840376548387,0.00688161290322581,4.37168780313871,2018-12-01
Nord,3.0434564516129,0.00474612903225806,3.07330870146129,2018-12-01
Petroborn,0,0.425672258064516,2.67739762549677,2018-12-01
Leros,0.921964407741935,0.0014658064516129,0.931184051819355,2018-12-01
Energizzi Energias,0.837965009677419,0.0133225806451613,0.921761510645161,2018-12-01
Petroil,0.406713317396774,0,0.406713317396774,2018-12-01
Total Geral,2691014.1016354146,113683.839703226,3406063.85343916,2018-12-01
Petrobras,2441534.09108045,109580.579508387,3130775.1158781,2019-01-01
Equinor Brasil,63404.2004312806,105.276774193548,64066.371338371,2019-01-01
Shell Brasil,46169.6529213018,512.960692258065,49396.0782130735,2019-01-01
Total E&P do Brasil,26189.3810238581,1098.19524612903,33096.8204649129,2019-01-01
Chevron Frade,19463.8353057387,280.798826129032,21230.0065703134,2019-01-01
Queiroz Galvão,12056.2104173935,78.0030322580645,12546.8346697206,2019-01-01
PetroRio O&G,9997.46333490982,25.9513406451613,10160.6923368132,2019-01-01
Eneva,23.7276102589871,1406.78834774194,8872.15902776969,2019-01-01
Dommo Energia,5965.12391682915,16.912654516129,6071.50130033125,2019-01-01
SHB,2400.2612357901,10.8437706451613,2468.46649283175,2019-01-01
Maha Energy,2134.7931659471,39.321,2382.1147849571,2019-01-01
Petrosynergy,488.545796786423,7.14657548387097,533.496398730629,2019-01-01
Imetame,194.303708788765,16.5344735483871,298.302405858145,2019-01-01
Partex Brasil,262.808551509677,0.376049032258065,265.173828473265,2019-01-01
Nova Petróleo Rec,221.069145104929,2.31466193548387,235.627928893355,2019-01-01
Petrogal Brasil,156.232188853748,3.03273096774194,175.307490421961,2019-01-01
Recôncavo E&P,90.4596416258064,1.34117161290323,98.8953562483613,2019-01-01
Phoenix,19.7897712309677,8.71051129032258,74.5772322499516,2019-01-01
Santana,61.3757427931935,1.07246129032258,68.1213205416774,2019-01-01
Perícia,18.8085608709677,0.0598064516129032,19.1847320883871,2019-01-01
Guto & Cacal,17.5173237470968,0.0561303225806452,17.8703728113677,2019-01-01
Vipetro,14.7425598628,0.035158064516129,14.9636974085742,2019-01-01
Alvopetro,12.9809504574194,0.127168709677419,13.7808174792355,2019-01-01
EPG Brasil,6.51096783548387,0.0877096774193548,7.0626450416129,2019-01-01
Newo,6.27743327709677,0.00648709677419355,6.31823588325806,2019-01-01
Ubuntu Engenharia,5.92222538771613,0.00941548387096774,5.98144699232258,2019-01-01
Central Resources,5.74604578064516,0.00451612903225806,5.77445137419355,2019-01-01
Nord,2.02897096774194,0.00474612903225806,2.05882321759032,2019-01-01
Leros,1.06034022774194,0.0016858064516129,1.07094363001935,2019-01-01
Energizzi Energias,0.663473506451613,0.0105483870967742,0.729820857096774,2019-01-01
Petroborn,0,0.09352,0.5882230312,2019-01-01
Petroil,0.366882588329032,0,0.366882588329032,2019-01-01
NA,2630925.95072496,113196.656720323,3342911.41413101,2019-01-01
Petrobras,2313452.46024469,107935.574034286,2992346.71316128,2019-02-01
Equinor Brasil,53719.3667888357,97.9610714285714,54335.5233155179,2019-02-01
Shell Brasil,45379.8081311451,495.44139,48496.040340381,2019-02-01
Total E&P do Brasil,23836.5064351643,933.608944642857,29708.7293112684,2019-02-01
Chevron Frade,18862.1585303679,251.050964285714,20441.2213960418,2019-02-01
Queiroz Galvão,12418.2976053036,80.4042857142857,12924.0252856321,2019-02-01
PetroRio O&G,9396.17315814543,24.5208035714286,9550.40435365704,2019-02-01
Dommo Energia,5945.18679716133,17.2527460714286,6053.70329192886,2019-02-01
Maha Energy,2428.69489319536,47.2945714285714,2726.1687615125,2019-02-01
SHB,2231.10516201204,11.8821307142857,2305.84150660006,2019-02-01
Imetame,201.580687511864,106.840768928571,873.588824326482,2019-02-01
Eneva,7.23161245398929,124.380514642857,789.561417259779,2019-02-01
Petrosynergy,464.278980318896,7.02064535714286,508.437505692707,2019-02-01
Nova Petróleo Rec,270.277075816693,4.41332392857143,298.036044795861,2019-02-01
Partex Brasil,259.153650164286,0.370819285714286,261.486033015764,2019-02-01
Petrogal Brasil,159.638657486643,3.0691275,178.942886327418,2019-02-01
UP Petróleo,135.754990954643,1.02375,142.194183942143,2019-02-01
Recôncavo E&P,75.4943655328929,1.08205035714286,82.3002566897536,2019-02-01
Santana,63.4255679593214,1.11003571428571,70.4074816953928,2019-02-01
Phoenix,18.4653097075,7.66229071428571,66.6596624651214,2019-02-01
Vipetro,18.8846333693143,0.0450364285714286,19.1679039481071,2019-02-01
Alvopetro,15.7263220885714,0.13611,16.5824281276714,2019-02-01
Perícia,14.3317813571428,0.0455642857142857,14.6183720570714,2019-02-01
Great Energy,11.8392195085714,0.0207142857142857,11.96950843,2019-02-01
Guto & Cacal,9.76717638571429,0.0313317857142857,9.96424736481786,2019-02-01
EPG Brasil,8.50921438571429,0.156892857142857,9.4960406475,2019-02-01
Newo,6.43357708571429,0.00665,6.47540432221429,2019-02-01
Ubuntu Engenharia,6.32822276821429,0.0100610714285714,6.39150499589643,2019-02-01
Central Resources,4.87684911071429,0.00392857142857143,4.90155907857143,2019-02-01
Leros,1.41655506642857,0.00225214285714286,1.43072061709286,2019-02-01
Petroborn,0,0.178848928571429,1.12492577941786,2019-02-01
Energizzi Energias,0.570575621428571,0.00907142857142857,0.627633183571428,2019-02-01
Petroil,0.262462539496429,0,0.262462539496429,2019-02-01
NA,2489424.00523322,110152.610730357,3182262.99773112,2019-02-01
Petrobras,2405813.56789686,109536.452797742,3094777.04406863,2019-03-01
Shell Brasil,43111.732899421,448.233229354839,45931.0347477494,2019-03-01
Equinor Brasil,35822.3670668258,61.39,36208.4985027258,2019-03-01
Total E&P do Brasil,22543.8477272774,819.625439032258,27699.1360099569,2019-03-01
Petro Rio Jaguar,18901.2057143258,249.677992258065,20471.6328468105,2019-03-01
Queiroz Galvão,12294.8417508516,80.1410967741935,12798.9140227529,2019-03-01
PetroRio O&G,9289.78304929975,24.8154048387097,9445.86723080831,2019-03-01
Dommo Energia,5845.47955883232,16.8773674193548,5951.63499320025,2019-03-01
Maha Energy,2418.76855128355,47.98057,2720.55722027525,2019-03-01
SHB,1997.53216810326,11.0559687096774,2067.07211065308,2019-03-01
Imetame,211.12944357871,143.599859354839,1114.34527494737,2019-03-01
Petrosynergy,455.513228278765,7.71812935483871,504.058795476123,2019-03-01
UP Petróleo,432.036908103103,4.56161290322581,460.728586557942,2019-03-01
Nova Petróleo Rec,277.933501385913,3.75735516129032,301.566551452948,2019-03-01
Partex Brasil,257.025984251613,0.367774838709677,259.339218109877,2019-03-01
Petrogal Brasil,153.009874553387,2.75706322580645,170.351278401697,2019-03-01
Recôncavo E&P,100.902552299677,1.39034419354839,109.6475531117,2019-03-01
Eneva,3.78215405669355,12.1958761290322,80.4918976918419,2019-03-01
Phoenix,17.7080470180645,8.51716161290323,71.2793753025194,2019-03-01
Santana,62.4080426421613,1.1342064516129,69.5419857235806,2019-03-01
Petroborn,0,8.50558612903226,53.4985206902484,2019-03-01
Perícia,17.5505988709677,0.0558064516129032,17.9016108483871,2019-03-01
Newo,16.6946977579355,0.0172548387096774,16.803227415,2019-03-01
EPG Brasil,12.8109226903226,0.301,14.7041555003226,2019-03-01
Alvopetro,13.1030945096774,0.132297741935484,13.9352221698806,2019-03-01
Vipetro,6.45023667647742,0.0153825806451613,6.54699018604516,2019-03-01
Great Energy,5.58853676441935,0.00935483870967742,5.64737692248387,2019-03-01
Central Resources,4.97909475483871,0.00387096774193548,5.00344240645161,2019-03-01
Ubuntu Engenharia,4.63396679322581,0.00736741935483871,4.68030646115806,2019-03-01
Guto & Cacal,1.18491904516129,0.00380064516129032,1.20882438110323,2019-03-01
Leros,1.15062943580645,0.00182935483870968,1.16213573016452,2019-03-01
Energizzi Energias,0.801443532258065,0.012741935483871,0.881587885483871,2019-03-01
Total Geral,2560095.52426008,111491.315542258,3261354.71567093,2019-03-01
Petrobras,2437972.95148228,110963.047613,3135909.437989,2019-04-01
Equinor Brasil,53251.2443849233,86.136,53793.0234590833,2019-04-01
Shell Brasil,36951.2708634862,426.923532333333,39636.5387663917,2019-04-01
Total E&P do Brasil,24178.16172601,875.205369,29683.0372079999,2019-04-01
Petro Rio Jaguar,18604.20129192,244.026781666667,20139.0833835148,2019-04-01
Queiroz Galvão,12190.8237812633,79.7194333333333,12692.2438702377,2019-04-01
PetroRio O&G,8686.89147218966,23.2987083333333,8833.43592085174,2019-04-01
Dommo Energia,5893.99226089321,16.552546,5998.10463024947,2019-04-01
Maha Energy,2407.15417100437,47.9793146666667,2708.93494418792,2019-04-01
SHB,1992.88801242653,10.9001063333333,2061.44761024299,2019-04-01
Petrosynergy,482.113946983017,8.75978833333333,537.2113512399,2019-04-01
Imetame,194.096827469333,51.7457653333333,519.567859720587,2019-04-01
Eneva,2.73047151570333,66.0472616666667,418.15519841932,2019-04-01
Nova Petróleo,253.646194886473,4.32097133333333,280.824283588587,2019-04-01
Partex Brasil,253.37870604,0.362556,255.65911439436,2019-04-01
Petrogal Brasil,158.53078652704,3.06273266666667,177.794793081167,2019-04-01
UP Petróleo,139.682213537,1.76433333333333,150.779534980333,2019-04-01
Recôncavo E&P,88.7492191,1.31992233333333,97.0512797914233,2019-04-01
Phoenix,31.3247214223333,8.885961,87.2157277797433,2019-04-01
Santana,61.397351334,1.28697,69.4921481097,2019-04-01
Petroborn,0,6.17954633333333,38.8681723228633,2019-04-01
Newo,23.2340759212333,0.0240133333333333,23.3851152253667,2019-04-01
Vipetro,20.0045666869233,0.048834,20.3117232684633,2019-04-01
EPG Brasil,12.7012229933333,0.293116666666667,14.5448711345,2019-04-01
Alvopetro,11.1463819613333,0.133299666666667,11.98481153773,2019-04-01
Perícia,11.6780805666667,0.0371333333333333,11.911642178,2019-04-01
Guto & Cacal,9.72823946666667,0.031206,9.92451927752667,2019-04-01
Great Energy,5.08677900733333,0.016,5.18741596733333,2019-04-01
Central Resources,4.82638087333333,0.004,4.85154011333333,2019-04-01
Ubuntu Engenharia,4.20956017266667,0.00669266666666667,4.25165577439333,2019-04-01
Nord,2.09660333333333,0.00327,2.11717101203333,2019-04-01
Leros,1.42883517166667,0.00227166666666667,1.44312352338333,2019-04-01
Petroil,0.55359762715,0,0.55359762715,2019-04-01
Energizzi Energias,0.331263326666667,0.00526666666666667,0.364389659333333,2019-04-01
Total Geral,2603902.25547232,112928.130317,3314198.73882149,2019-04-01
Petrobras,2548314.66511736,115844.707296774,3276955.86351968,2019-05-01
Equinor Brasil,65697.9866028194,103.214838709677,66347.1883274839,2019-05-01
Shell Brasil,41370.3125241494,444.429533870968,44165.6898505864,2019-05-01
Total E&P do Brasil,24251.0401313032,1000.88036,30546.3874284348,2019-05-01
Petro Rio Jaguar,18715.1003812806,246.74664516129,20267.0898974826,2019-05-01
Enauta Energia S.A.,12212.8510340452,80.0372580645161,12716.2701801919,2019-05-01
PetroRio O&G,8542.18470771148,23.2998451612903,8688.73630680541,2019-05-01
Dommo Energia,5886.17261273518,16.7162703225806,5991.31477697285,2019-05-01
Maha Energy,2324.18624354839,46.2622580645161,2615.16705694516,2019-05-01
SHB,1906.09772563675,10.6060174193548,1972.80756006118,2019-05-01
Petrosynergy,464.124976422481,7.60382,511.951559496681,2019-05-01
Eneva,1.51972968940323,71.4990387096774,451.235098355919,2019-05-01
Imetame,182.062655058268,13.3040374193548,265.7425226589,2019-05-01
Nova Petróleo,230.179719819006,3.57592516129032,252.671609657742,2019-05-01
Partex Brasil,245.525776806452,0.35131935483871,247.73550879771,2019-05-01
Phoenix,140.181807058387,9.0491764516129,197.099407595506,2019-05-01
Petrogal Brasil,156.266111219358,2.92674709677419,174.674794376119,2019-05-01
Recôncavo E&P,88.4268156132258,1.19545967741935,95.9460298468548,2019-05-01
Santana,61.4693392239355,1.26837419354839,69.4471719102581,2019-05-01
Petroborn,0,10.5178129032258,66.1550447768387,2019-05-01
Geopark Brasil,40.3968119677419,0.245161290322581,41.9388299032258,2019-05-01
Vipetro,21.1597243125032,0.0454677419354839,21.4457077704065,2019-05-01
Perícia,19.1940653548387,0.0610322580645161,19.5779466619355,2019-05-01
Guto & Cacal,18.2039275225806,0.0404516129032258,18.4583604819355,2019-05-01
EPG Brasil,14.9372842645161,0.344758064516129,17.1057469862903,2019-05-01
Newo,13.9450971715806,0.0143870967741935,14.0355892767419,2019-05-01
Alvopetro,6.99954404451613,0.0837074193548387,7.52604780784839,2019-05-01
Great Energy,5.96963838129032,0.187096774193548,7.14644154258065,2019-05-01
Central Resources,4.71127058709677,0.00387096774193548,4.73561823870968,2019-05-01
Ubuntu Engenharia,4.49599676741935,0.00714806451612903,4.54095673509355,2019-05-01
Leros,1.23239696580645,0.00195935483870968,1.24472093546452,2019-05-01
Energizzi Energias,0.0284055935483871,4.51612903225806e-4,0.0312461529032258,2019-05-01
NA,2730941.62817443,117939.227526774,3472756.96086461,2019-05-01
Petrobras,2373677.75241077,106902.489868333,3046074.10220951,2019-06-01
Equinor Brasil,67503.7777302433,107.401666666667,68179.31380726,2019-06-01
Shell Brasil,38124.1603465319,382.779501666667,40531.7706839099,2019-06-01
Total E&P do Brasil,25228.8514238733,1078.93064733333,32015.120198777,2019-06-01
Petro Rio Jaguar,18726.6471197933,239.159433333333,20230.9145151677,2019-06-01
Enauta Energia S.A.,13967.41625802,93.4687666666667,14555.3170412877,2019-06-01
Eneva,57.6827111509933,2195.00870333333,13863.870403464,2019-06-01
Petro Rio O&G,8340.81153572706,23.1471453333333,8486.40268191611,2019-06-01
Dommo Energia,5721.15666640994,16.320216,5823.8077242089,2019-06-01
Maha Energy,2691.14720216606,45.5270333333333,2977.5035916964,2019-06-01
SHB,1819.79477684264,10.270271,1884.39283008115,2019-06-01
Petrosynergy,404.755955374823,7.23290666666667,450.24956405589,2019-06-01
Imetame,181.55629654188,24.8518093333333,337.869455404773,2019-06-01
