Nº,Poço,Campo,Bacia,Localização,Operador,Produção (boe/d),mes
19,7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,31535.0976555511,2019-06-01
20,4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31132.7227895193,2019-06-01
21,7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,30687.5943531231,2019-06-01
22,9-LL-7-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,29945.3148127056,2019-06-01
23,7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,29782.0018878288,2019-06-01
24,7-LL-79D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,29443.5338668486,2019-06-01
25,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,29208.2898864889,2019-06-01
26,8-LL-81D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,28901.5285230636,2019-06-01
27,9-BUZ-4-RJS,Búzios,Santos,Mar,NA,28201.3214923837,2019-06-01
28,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,27782.5139379338,2019-06-01
29,3-BRSA-788-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,27735.5950163747,2019-06-01
30,7-LL-48D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,27720.5773968307,2019-06-01
1,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,59369.9879706801,2019-07-01
2,7-BUZ-14DA-RJS,Búzios,Santos,Mar,NA,58715.4693519422,2019-07-01
3,9-BUZ-3-RJS,Búzios,Santos,Mar,NA,56314.7915968181,2019-07-01
4,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,45308.6809776503,2019-07-01
5,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,44899.7583056509,2019-07-01
6,9-BUZ-7-RJS,Búzios,Santos,Mar,NA,40868.4267160003,2019-07-01
7,9-LL-2-RJS,Lula,Santos,Mar,NA,38829.6529941566,2019-07-01
8,7-LL-27-RJS,Lula,Santos,Mar,NA,37788.5540925903,2019-07-01
9,9-LL-20D-RJS,Lula,Santos,Mar,NA,37296.2930551807,2019-07-01
10,7-BUZ-17-RJS,Búzios,Santos,Mar,NA,36373.7658514717,2019-07-01
11,7-LL-73D-RJS,Lula,Santos,Mar,NA,35471.7113158393,2019-07-01
12,7-LL-51-RJS,Lula,Santos,Mar,NA,35345.1515369632,2019-07-01
13,7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,34926.4255670978,2019-07-01
14,7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,34853.4576780979,2019-07-01
15,7-LL-83D-RJS,Lula,Santos,Mar,NA,34819.0418667489,2019-07-01
16,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,34782.774956201,2019-07-01
17,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,34304.0198634578,2019-07-01
18,7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,34125.4196757616,2019-07-01
19,7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,32641.8932541739,2019-07-01
20,7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,32576.1993924691,2019-07-01
21,7-LL-34D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31487.4066857176,2019-07-01
22,7-BUZ-24D-RJS,Búzios,Santos,Mar,NA,31027.6401986421,2019-07-01
23,3-BRSA-1053-RJS,Búzios,Santos,Mar,NA,30911.7683712927,2019-07-01
24,7-SPH-17-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,30650.028322561,2019-07-01
25,7-LL-97-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,29505.0074697521,2019-07-01
26,7-LL-22D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,29376.0775869905,2019-07-01
27,7-LL-79D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,29238.4164821588,2019-07-01
28,7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,29138.8044791618,2019-07-01
29,7-SPH-8-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,28928.87820928,2019-07-01
30,7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,28374.8676398718,2019-07-01
1,7-BUZ-10-RJS,Búzios,Santos,Mar,NA,58574.170393469,2019-08-01
2,3-BRSA-1305A-RJS,Mero,Santos,Mar,NA,57937.6036614512,2019-08-01
3,7-BUZ-14DA-RJS,Búzios,Santos,Mar,NA,56860.5585018218,2019-08-01
4,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,52963.5850592225,2019-08-01
5,9-BUZ-3-RJS,Búzios,Santos,Mar,NA,50818.5152628593,2019-08-01
6,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,44178.4975411259,2019-08-01
7,7-LL-27-RJS,Lula,Santos,Mar,NA,40098.9182047526,2019-08-01
8,9-LL-20D-RJS,Lula,Santos,Mar,NA,39971.7434204285,2019-08-01
9,9-BUZ-7-RJS,Búzios,Santos,Mar,NA,39970.8016228296,2019-08-01
10,7-LL-83D-RJS,Lula,Santos,Mar,NA,37642.0958505085,2019-08-01
11,7-LL-51-RJS,Lula,Santos,Mar,NA,36573.354502099,2019-08-01
12,9-LL-2-RJS,Lula,Santos,Mar,NA,36148.3084236101,2019-08-01
13,7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,35441.8860655075,2019-08-01
14,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,35410.8041983836,2019-08-01
15,7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,35084.9874995465,2019-08-01
16,7-LL-73D-RJS,Lula,Santos,Mar,NA,34593.6315799988,2019-08-01
17,7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,34242.8693445579,2019-08-01
18,7-SLL-5-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,33454.5405591898,2019-08-01
19,7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,33448.7525583475,2019-08-01
20,9-BUZ-4-RJS,Búzios,Santos,Mar,NA,33178.5923714033,2019-08-01
21,7-LL-61-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,33135.6954431484,2019-08-01
22,7-LL-70-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31764.2557609614,2019-08-01
23,7-LL-34D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31712.4076559806,2019-08-01
24,7-LL-59-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31653.8131920975,2019-08-01
25,7-LL-110D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31549.3664880936,2019-08-01
26,7-LL-91-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31454.0540368949,2019-08-01
27,7-LL-63D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,31441.1928018115,2019-08-01
28,6-BRSA-1222A-ESS,Jubarte,Campos,Mar,NA,31208.6178675623,2019-08-01
29,7-SPH-2D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,30782.6965478091,2019-08-01
30,4-BRSA-1047-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,30550.8288905206,2019-08-01
1,9-BRSA-1191-RJS,Búzios,Santos,Mar,NA,51007.5971186328,2019-09-01
2,7-SPH-20D-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,43028.4875393348,2019-09-01
3,7-LL-15D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,42411.4009746892,2019-09-01
4,7-BUZ-29D-RJS,Búzios,Santos,Mar,NA,41108.1168178423,2019-09-01
5,7-BUZ-10-RJS,Búzios,Santos,Mar,NA,41092.8294262509,2019-09-01
6,9-LL-20D-RJS,Lula,Santos,Mar,NA,39039.562273706,2019-09-01
7,7-BUZ-14DA-RJS,Búzios,Santos,Mar,NA,37584.632103943,2019-09-01
8,7-LL-103D-RJS,Lula,Santos,Mar,NA,36607.3944529337,2019-09-01
9,9-LL-12D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,36453.7673867838,2019-09-01
10,9-BUZ-1-RJS,Búzios,Santos,Mar,NA,35614.4982842871,2019-09-01
11,7-LL-51-RJS,Lula,Santos,Mar,NA,35175.9546961053,2019-09-01
12,7-LL-73D-RJS,Lula,Santos,Mar,NA,35079.5299400948,2019-09-01
13,7-LL-80DB-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,35071.4688755701,2019-09-01
14,7-BUZ-24D-RJS,Búzios,Santos,Mar,NA,34790.070747456,2019-09-01
15,7-LL-28D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,34152.0597062517,2019-09-01
16,7-SPH-1-SPS,Nordeste De Sapinhoá/Noroeste De Sapinhoa/Sapinhoá/Sudoeste De Sapinhoá,Santos,Mar,NA,33980.69322898,2019-09-01
17,7-LL-67D-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,33751.182242707,2019-09-01
18,7-LL-66-RJS,Anc_Lula/Lula/Sul De Lula,Santos,Mar,NA,32699.093737225,2019-09-01
