"","Nome ANP do Poço","Campo","Bacia","Petróleo (bbl/d)","Gás natural (Mm³/d)","Produção Total (boe/d)","mes"
"302","8LPA2DSPS","Lapa","Santos",16836.2929,399.483,19348.96506823,"2018-04-01"
"303","7SPH1SPS","Sapinhoá","Santos",15091.4068,530.2971,18426.874802551,"2018-04-01"
"304","7LL3DRJS","Lula","Santos",14973.8779,503.8556,18143.033891436,"2018-04-01"
"305","9BRSA908DRJS","Lula","Santos",12851.1737,824.1974,18035.218748494,"2018-04-01"
"306","7JUB57DPAESS","Jubarte³","Campos",14170.5897,549.4,17626.211314,"2018-04-01"
"307","7BFR12PAESS","Baleia Franca³","Campos",13569.0023,568.2618,17143.261052258,"2018-04-01"
"308","7LL66RJS","Lula","Santos",13564.7225,483.1303,16603.520292243,"2018-04-01"
"309","7SPH16DSPS","Sapinhoá","Santos",12422.7192,566.5532,15986.231182892,"2018-04-01"
"310","7SPH5SPS","Sapinhoá","Santos",11403.8771,675.7567,15654.258349227,"2018-04-01"
"311","7SPH8SPS","Sapinhoá","Santos",12348.181,467.0524,15285.851856044,"2018-04-01"
"312","7LL58RJS","Lula","Santos",12601.6241,419.2298,15238.499888338,"2018-04-01"
"313","9BRSA928SPS","Sapinhoá","Santos",12323.0419,441.3506,15099.053317386,"2018-04-01"
"314","7BAZ8ESS","Baleia Azul³","Campos",12087.2298,370.9624,14420.512813144,"2018-04-01"
"315","7SPH4DSPS","Sapinhoá","Santos",11687.6235,402.9174,14221.897391694,"2018-04-01"
"316","7SPH6SPS","Sapinhoá","Santos",11485.9717,354.375,13714.92311875,"2018-04-01"
"317","7LL51RJS","Lula","Santos",9868.9176,465.1837,12794.834688097,"2018-04-01"
"318","7JUB44ESS","Jubarte³","Campos",10670.1708,323.8491,12707.120107671,"2018-04-01"
"319","8JUB39ESS","Jubarte³","Campos",10035.5042,326.1261,12086.775405041,"2018-04-01"
"320","9BUZ7RJS","Búzios","Santos",10021.0972,325.9357,12071.170825217,"2018-04-01"
"321","7BAZ4ESS","Baleia Azul³","Campos",9562.7825,377.8371,11939.306069951,"2018-04-01"
"322","7MLL73DRJS","Marlim Leste","Campos",10029.6985,196.5606,11266.027327486,"2018-04-01"
"323","7JUB55ESS","Jubarte³","Campos",6620.3684,227.3912,8050.615843672,"2018-04-01"
"324","6BRSA631DBESS","Baleia Azul³","Campos",5842.4557,185.0168,7006.176218808,"2018-04-01"
"325","7LL8HRJS","Lula","Santos",4551.4069,366.105,6854.13779005,"2018-04-01"
"326","7LL61RJS","Lula","Santos",5549.7445,187.9195,6731.722450295,"2018-04-01"
"327","7BAZ3ESS","Baleia Azul³","Campos",5142.2157,167.8718,6198.097426358,"2018-04-01"
"328","6BRSA770DRJS","Marlim/Voador","Campos",4741.0474,144.1355,5647.632309255,"2018-04-01"
"329","7BR69DARJS","Barracuda/Caratinga","Campos",5114.92,72.6243,5571.713048383,"2018-04-01"
"330","7SPH3SPS","Sapinhoá","Santos",3392.9967,221.2195,4784.425323295,"2018-04-01"
"331","7MLL78DRJS","Marlim Leste","Campos",3727.5982,86.7669,4273.345515289,"2018-04-01"
"332","7MLL72RJS","Marlim Leste","Campos",3521.277,74.6482,3990.799994842,"2018-04-01"
"333","6BRSA817RJS","Marlim Leste","Campos",3296.0745,64.9301,3704.472492281,"2018-04-01"
"334","7LL106DARJS","Lula","Santos",2434.988,71.0241,2881.716094421,"2018-04-01"
"335","7CRT49RJS","Barracuda/Caratinga","Campos",2422.1102,59.1767,2794.320399427,"2018-04-01"
"336","3BRSA1017DRJS","Marlim Leste","Campos",1745.1677,30.1398,1934.741315438,"2018-04-01"
"337","3BRSA821RJS","Lula","Santos",802.7104,40.8243,1059.487490383,"2018-04-01"
"338","8BUZ20RJS","Búzios","Santos",505.2562,14.6218,597.224543858,"2018-04-01"
"339","7PRB1ESS","Pirambu³","Campos",428.4472,15.6614,526.954430334,"2018-04-01"
"340","7PM  0017D RJS","Pampo","Campos",1.8108,0.0354,2.033459274,"2018-04-01"
"341","Total Geral",NA,NA,1423413.5714,57552.2483,1785406.27827982,"2018-04-01"
"342","3-BRSA-1305A-RJS","Mero","Santos",39918.0538,2697.5394,56885.064093514,"2018-05-01"
"343","8-LL-87D-RJS","Lula","Santos",33990.6955,1114.6423,41001.583784963,"2018-05-01"
"344","7-LL-27-RJS","Lula","Santos",29384.0896,1554.5737,39162.062803997,"2018-05-01"
"345","7-SPH-17-SPS","Sapinhoá","Santos",32025.5742,1076.7308,38798.006353148,"2018-05-01"
"346","7-LL-83D-RJS","Lula","Santos",29351.9464,1425.3319,38317.013237939,"2018-05-01"
"347","9-LL-2-RJS","Lula","Santos",27928.3609,1597.7395,37977.838784495,"2018-05-01"
"348","7-LL-15D-RJS","Lula","Santos",30191.4147,1133.6983,37322.161604323,"2018-05-01"
"349","9-BUZ-7-RJS","Búzios","Santos",31289.2016,953.3101,37285.341000081,"2018-05-01"
"350","9-LL-20D-RJS","Lula","Santos",27492.6855,1335.0817,35890.095727477,"2018-05-01"
"351","7-LL-51-RJS","Lula","Santos",26639.8613,1275.2651,34661.036478631,"2018-05-01"
"352","7-SPH-1-SPS","Sapinhoá","Santos",27950.3909,997.7631,34226.131224011,"2018-05-01"
"353","8-LL-37D-RJS","Lula","Santos",26135.4692,1223.9143,33833.657603283,"2018-05-01"
"354","7-LL-63D-RJS","Lula","Santos",25306.1154,1242.8268,33123.259834908,"2018-05-01"
"355","7-SPH-7D-SPS","Sapinhoá","Santos",26890.1537,980.5744,33057.780366864,"2018-05-01"
"356","7-SPH-14D-SPS","Sapinhoá","Santos",25110.2215,1225.1038,32815.891632278,"2018-05-01"
"357","7-LL-60D-RJS","Lula","Santos",24472.1635,1311.0836,32718.630238116,"2018-05-01"
"358","7-LL-48D-RJS","Lula","Santos",26395.6513,914.8339,32149.782712559,"2018-05-01"
"359","7-LL-97-RJS","Lula","Santos",25562.3659,890.1568,31161.283042208,"2018-05-01"
"360","7-LL-61-RJS","Lula","Santos",25388.1238,855.6056,30769.720458936,"2018-05-01"
"361","7-LL-22D-RJS","Lula","Santos",25129.504,859.1143,30533.169715283,"2018-05-01"
"362","3-BRSA-496-RJS","Lula","Santos",22949.3915,1194.1672,30460.476296232,"2018-05-01"
"363","7-LL-80DB-RJS","Lula","Santos",24563.3562,854.8639,29940.287706859,"2018-05-01"
"364","9-BRSA-928-SPS","Sapinhoá","Santos",24126.2471,894.6989,29753.733188209,"2018-05-01"
"365","7-SPH-5-SPS","Sapinhoá","Santos",21386.5414,1326.5757,29730.450503617,"2018-05-01"
"366","7-LL-69-RJS","Lula","Santos",24531.1075,804.1113,29588.814795853,"2018-05-01"
"367","6-BRSA-1222A-ESS","Jubarte³","Campos",24811.5572,734.6468,29432.345989108,"2018-05-01"
"368","7-LL-79D-RJS","Lula","Santos",24156.806,833.2963,29398.081400703,"2018-05-01"
"369","3-BRSA-788-SPS","Sapinhoá","Santos",22446.9169,1039.7672,28986.855032232,"2018-05-01"
"370","7-LL-84D-RJS","Lula","Santos",23768.4819,803.2213,28820.591264953,"2018-05-01"
"371","7-SPH-4D-SPS","Sapinhoá","Santos",23417.7698,853.0128,28783.058239568,"2018-05-01"
"372","8-LL-81D-RJS","Lula","Santos",23192.7185,867.349,28648.17891369,"2018-05-01"
"373","7-SPH-6-SPS","Sapinhoá","Santos",23862.0125,748.7426,28571.461192906,"2018-05-01"
"374","9-LL-19-RJS","Lula","Santos",23914.375,723.2641,28463.568768821,"2018-05-01"
"375","3-BRSA-883-RJS","Lula","Santos",20945.1907,1160.1166,28242.103691846,"2018-05-01"
"376","7-JUB-34H-ESS","Jubarte³","Campos",22941.0354,836.6625,28203.483559125,"2018-05-01"
"377","7-LL-28D-RJS","Lula","Santos",22605.0776,800.9108,27642.654358948,"2018-05-01"
"378","7-LL-90D-RJS","Lula","Santos",22321.3019,756.3026,27078.301556506,"2018-05-01"
"379","3-BRSA-830-RJS","Lula","Santos",17785.6288,1396.4798,26569.221410838,"2018-05-01"
"380","7-LPA-1D-SPS","Lapa","Santos",22362.967,655.4318,26485.508489958,"2018-05-01"
"381","7-LL-91-RJS","Lula","Santos",21272.287,737.8643,25913.313252783,"2018-05-01"
"382","3-BRSA-839A-RJS","Lula","Santos",20224.5773,881.5854,25769.581964774,"2018-05-01"
"383","9-LL-7-RJS","Lula","Santos",20450.6119,794.9299,25450.569934319,"2018-05-01"
"384","7-LL-102D-RJS","Lula","Santos",20600.4267,705.4522,25037.587002082,"2018-05-01"
"385","7-LL-36A-RJS","Lula","Santos",18373.9044,908.2001,24086.310470981,"2018-05-01"
"386","7-BFR-7-ESS","Baleia Franca³","Campos",19788.6859,655.7175,23913.024388675,"2018-05-01"
"387","7-LL-31D-RJS","Lula","Santos",17976.5034,887.1649,23556.602059669,"2018-05-01"
"388","7-JUB-58DPA-ESS","Jubarte³","Campos",19237.0189,577.2271,22867.667685851,"2018-05-01"
"389","3-BRSA-865A-RJS","Lula","Santos",16427.3555,620.6881,20331.365718261,"2018-05-01"
"390","7-LL-17D-RJS","Lula","Santos",16696.9842,523.6983,19990.947004323,"2018-05-01"
"391","7-LL-46-RJS","Lula","Santos",15305.7377,692.0218,19658.423337858,"2018-05-01"
"392","9-BRSA-908D-RJS","Lula","Santos",13756.1606,912.302,19494.36684262,"2018-05-01"
"393","9-BRSA-1212-RJS","Sururu","Santos",16250.4201,489.6282,19330.088448642,"2018-05-01"
"394","8-LPA-2D-SPS","Lapa","Santos",16365.4891,466.203,19297.81739143,"2018-05-01"
"395","7-LL-85-RJS","Lula","Santos",14030.4397,687.7825,18356.460946325,"2018-05-01"
"396","7-BFR-12PA-ESS","Baleia Franca³","Campos",13821.2944,655.0804,17941.625650724,"2018-05-01"
"397","7-JUB-57DPA-ESS","Jubarte³","Campos",14146.3528,457.5171,17024.048430751,"2018-05-01"
"398","7-SPH-16D-SPS","Sapinhoá","Santos",12532.038,585.423,16214.23743963,"2018-05-01"
"399","7-BAZ-8-ESS","Baleia Azul³","Campos",12583.4923,396.802,15079.30148762,"2018-05-01"
"400","6-BRSA-639-ESS","Jubarte³","Campos",12241.8682,446.0073,15047.169375613,"2018-05-01"
"401","7-LL-73D-RJS","Lula","Santos",10872.9365,574.3117,14485.247973777,"2018-05-01"
"402","7-LL-8H-RJS","Lula","Santos",8980.9125,740.5106,13638.583476986,"2018-05-01"
"403","7-JUB-44-ESS","Jubarte³","Campos",10689.257,311.0283,12645.565911623,"2018-05-01"
"404","7-LL-58-RJS","Lula","Santos",10109.3608,326.2026,12161.113175506,"2018-05-01"
"405","8-JUB-39-ESS","Jubarte³","Campos",9937.2377,310.8777,11892.599366237,"2018-05-01"
"406","7-SPH-3-SPS","Sapinhoá","Santos",8416.7943,550.6721,11880.417181301,"2018-05-01"
"407","7-BAZ-4-ESS","Baleia Azul³","Campos",8581.2631,318.0622,10581.813906182,"2018-05-01"
"408","7-MLL-73D-RJS","Marlim Leste","Campos",7589.0605,207.0735,8891.513471035,"2018-05-01"
"409","7-JUB-55-ESS","Jubarte³","Campos",5997.7544,215.0389,7350.308223609,"2018-05-01"
"410","6-BRSA-631DB-ESS","Baleia Azul³","Campos",5529.0528,176.2996,6637.943787076,"2018-05-01"
"411","7-BAZ-3-ESS","Baleia Azul³","Campos",5008.0952,163.2033,6034.612948373,"2018-05-01"
"412","7-LL-3D-RJS","Lula","Santos",4891.1348,168.7596,5952.600619676,"2018-05-01"
"413","7-BR-69DA-RJS","Barracuda/Caratinga","Campos",5064.7147,90.8743,5636.296780883,"2018-05-01"
"414","6-BRSA-770D-RJS","Marlim/Voador","Campos",4572.0698,139.8627,5451.779609087,"2018-05-01"
"415","9-LL-12D-RJS","Lula","Santos",4214.0613,147.4589,5141.549763809,"2018-05-01"
"416","7-MLL-78D-RJS","Marlim Leste","Campos",3361.3195,70.3211,3803.625857991,"2018-05-01"
"417","7-CRT-49-RJS","Barracuda/Caratinga","Campos",2929.3008,65.3224,3340.166284744,"2018-05-01"
"418","7-MLL-72-RJS","Marlim Leste","Campos",2487.8045,64.3536,2892.576416816,"2018-05-01"
"419","7-SPH-2D-SPS","Sapinhoá","Santos",2059.8706,69.2397,2495.375157457,"2018-05-01"
"420","7-LL-106DA-RJS","Lula","Santos",1929.3982,58.2746,2295.934361826,"2018-05-01"
"421","7-LL-45D-RJS","Lula","Santos",1703.3136,91.1217,2276.451779877,"2018-05-01"
"422","6-BRSA-817-RJS","Marlim Leste","Campos",1766.4816,44.0238,2043.382937478,"2018-05-01"
"423","7-PRB-1-ESS","Pirambu³","Campos",979.8221,36.5278,1209.575021718,"2018-05-01"
"424","3-BRSA-1017D-RJS","Marlim Leste","Campos",586.4773,16.7151,691.612103131,"2018-05-01"
"425","7-PM-17D-RJS","Pampo","Campos",14.298,0.4471,17.110174051,"2018-05-01"
"426","Total Geral",NA,NA,1462993.9653,59986.3886,1840296.95218017,"2018-05-01"
"427","3-BRSA-1305A-RJS","Mero","Santos",40975.2165,2763.7967,58358.972621627,"2018-06-01"
"428","8-LL-87D-RJS","Lula","Santos",33712.1519,1098.4915,40621.454721615,"2018-06-01"
"429","9-BUZ-7-RJS","Búzios","Santos",32587.5664,958.5644,38616.754348764,"2018-06-01"
"430","7-LL-83D-RJS","Lula","Santos",29483.4508,1432.9368,38496.351014008,"2018-06-01"
"431","7-LL-27-RJS","Lula","Santos",28127.6204,1481.7533,37447.567123873,"2018-06-01"
"432","7-LL-36A-RJS","Lula","Santos",27671.2953,1426.1536,36641.530474816,"2018-06-01"
"433","7-LL-80DB-RJS","Lula","Santos",30090.6207,1037.3262,36615.205406022,"2018-06-01"
"434","7-LL-84D-RJS","Lula","Santos",30157.323,1011.6763,36520.574708503,"2018-06-01"
"435","9-LL-20D-RJS","Lula","Santos",27706.4638,1360.3037,36262.515615297,"2018-06-01"
"436","7-SPH-1-SPS","Sapinhoá","Santos",29209.2791,997.1508,35481.168173348,"2018-06-01"
"437","7-LL-73D-RJS","Lula","Santos",26986.7462,1320.3531,35291.516331911,"2018-06-01"
"438","7-SPH-17-SPS","Sapinhoá","Santos",28831.8001,947.0439,34788.526292659,"2018-06-01"
"439","7-LL-48D-RJS","Lula","Santos",28363.6808,986.99,34571.6603719,"2018-06-01"
"440","9-LL-2-RJS","Lula","Santos",24858.2009,1515.6546,34391.380359626,"2018-06-01"
"441","8-LL-37D-RJS","Lula","Santos",26408.7854,1227.1409,34127.268504229,"2018-06-01"
"442","8-LL-81D-RJS","Lula","Santos",27678.4745,1023.3933,34115.423912273,"2018-06-01"
"443","7-LL-91-RJS","Lula","Santos",26415.9841,900.6446,32080.867511526,"2018-06-01"
"444","9-LL-7-RJS","Lula","Santos",25317.955,976.7049,31461.243247069,"2018-06-01"
"445","7-LL-31D-RJS","Lula","Santos",23662.9607,1177.8725,31071.554929225,"2018-06-01"
"446","9-BRSA-928-SPS","Sapinhoá","Santos",25250.3097,891.6205,30858.433237105,"2018-06-01"
"447","7-LL-60D-RJS","Lula","Santos",22739.5637,1286.1178,30829.000299618,"2018-06-01"
"448","7-LL-97-RJS","Lula","Santos",24882.7158,876.0396,30392.838436476,"2018-06-01"
"449","7-SPH-4D-SPS","Sapinhoá","Santos",24872.388,872.7634,30361.903960954,"2018-06-01"
"450","7-SPH-7D-SPS","Sapinhoá","Santos",24130.3315,859.6009,29537.057836829,"2018-06-01"
"451","7-LL-79D-RJS","Lula","Santos",24262.1347,807.3366,29340.128520046,"2018-06-01"
"452","7-SPH-14D-SPS","Sapinhoá","Santos",22276.5217,1061.2538,28951.606463778,"2018-06-01"
"453","7-LL-69-RJS","Lula","Santos",23844.2766,792.4632,28828.719559992,"2018-06-01"
"454","3-BRSA-883-RJS","Lula","Santos",20134.6714,1172.032,27506.52999392,"2018-06-01"
"455","7-LL-90D-RJS","Lula","Santos",22556.8904,761.1843,27344.595021983,"2018-06-01"
"456","7-JUB-34H-ESS","Jubarte³","Campos",21931.1393,821.0019,27095.085260639,"2018-06-01"
"457","3-BRSA-839A-RJS","Lula","Santos",21094.7851,929.1631,26939.044458011,"2018-06-01"
"458","7-SPH-2D-SPS","Sapinhoá","Santos",21710.012,800.7631,26746.659754011,"2018-06-01"
"459","6-BRSA-1222A-ESS","Jubarte³","Campos",22026.4054,666.4539,26218.273804759,"2018-06-01"
"460","3-BRSA-788-SPS","Sapinhoá","Santos",20288.261,918.1969,26063.545043589,"2018-06-01"
"461","7-LL-15D-RJS","Lula","Santos",20887.8059,783.3959,25815.217265779,"2018-06-01"
"462","7-LPA-1D-SPS","Lapa","Santos",22005.4412,600.6133,25783.184740473,"2018-06-01"
"463","7-SPH-6-SPS","Sapinhoá","Santos",21580.2788,660.9238,25737.363926478,"2018-06-01"
"464","7-LL-102D-RJS","Lula","Santos",20769.3933,710.7032,25239.581394392,"2018-06-01"
"465","3-BRSA-496-RJS","Lula","Santos",19201.1114,946.8374,25156.538746894,"2018-06-01"
"466","7-LL-46-RJS","Lula","Santos",19017.3133,880.445,24555.14506545,"2018-06-01"
"467","7-LL-28D-RJS","Lula","Santos",18534.9951,660.8552,22691.648745512,"2018-06-01"
"468","7-LL-63D-RJS","Lula","Santos",17115.9612,847.4024,22445.961289544,"2018-06-01"
"469","7-BFR-7-ESS","Baleia Franca³","Campos",17991.2675,610.2306,21829.502030186,"2018-06-01"
"470","8-LPA-2D-SPS","Lapa","Santos",17230.0959,646.2826,21295.090660306,"2018-06-01"
"471","7-LL-61-RJS","Lula","Santos",17251.6422,576.379,20876.95659799,"2018-06-01"
"472","7-LL-85-RJS","Lula","Santos",15989.0012,776.1489,20870.830312709,"2018-06-01"
"473","3-BRSA-865A-RJS","Lula","Santos",16348.0217,594.0183,20084.283943523,"2018-06-01"
"474","7-JUB-58DPA-ESS","Jubarte³","Campos",16315.8546,521.7004,19597.250992924,"2018-06-01"
"475","6-BRSA-639-ESS","Jubarte³","Campos",16080.7081,547.3141,19523.209799321,"2018-06-01"
"476","9-BRSA-1212-RJS","Sururu","Santos",16109.0987,482.8168,19145.924636808,"2018-06-01"
"477","7-LL-22D-RJS","Lula","Santos",15226.4767,518.1621,18485.617858201,"2018-06-01"
"478","7-SPH-3-SPS","Sapinhoá","Santos",11462.7584,772.3827,16320.898830287,"2018-06-01"
"479","3-BRSA-830-RJS","Lula","Santos",9968.7335,753.8823,14710.509929363,"2018-06-01"
"480","7-SPH-16D-SPS","Sapinhoá","Santos",11231.1887,512.9604,14457.612153524,"2018-06-01"
"481","7-JUB-57DPA-ESS","Jubarte³","Campos",11210.967,374.8327,13568.593464787,"2018-06-01"
"482","7-BAZ-8-ESS","Baleia Azul³","Campos",10951.7532,349.2443,13148.433490583,"2018-06-01"
"483","7-LL-17D-RJS","Lula","Santos",10897.9865,337.1989,13018.903513209,"2018-06-01"
"484","7-LL-58-RJS","Lula","Santos",10766.2781,344.7894,12934.937916014,"2018-06-01"
"485","9-LL-12D-RJS","Lula","Santos",10051.2931,344.5701,12218.573560681,"2018-06-01"
"486","7-JUB-44-ESS","Jubarte³","Campos",9888.5678,291.5432,11722.319134792,"2018-06-01"
"487","7-LL-45D-RJS","Lula","Santos",8377.8294,449.138,11202.82208378,"2018-06-01"
"488","7-BFR-12PA-ESS","Baleia Franca³","Campos",8718.3031,325.3743,10764.845625883,"2018-06-01"
"489","8-JUB-39-ESS","Jubarte³","Campos",8960.7975,279.8476,10720.985732956,"2018-06-01"
"490","9-BRSA-908D-RJS","Lula","Santos",7102.2727,570.3976,10689.965228456,"2018-06-01"
"491","7-BAZ-4-ESS","Baleia Azul³","Campos",8211.7606,287.0128,10017.016579568,"2018-06-01"
"492","7-MLL-73D-RJS","Marlim Leste","Campos",8584.3268,179.6182,9714.091150542,"2018-06-01"
"493","7-SPH-5-SPS","Sapinhoá","Santos",6833.1661,395.9035,9323.323893335,"2018-06-01"
"494","3-BRSA-821-RJS","Lula","Santos",6425.4644,340.3138,8565.973542378,"2018-06-01"
"495","7-LL-3D-RJS","Lula","Santos",6406.9994,216.0305,7765.790199205,"2018-06-01"
"496","6-BRSA-631DB-ESS","Baleia Azul³","Campos",5470.215,177.955,6589.51813855,"2018-06-01"
"497","7-LL-8H-RJS","Lula","Santos",3970.2618,319.2437,5978.244016697,"2018-06-01"
"498","7-BAZ-3-ESS","Baleia Azul³","Campos",4648.3296,154.4003,5619.478150943,"2018-06-01"
"499","7-BR-69DA-RJS","Barracuda/Caratinga","Campos",4819.1082,61.0584,5203.153934904,"2018-06-01"
"500","7-JUB-55-ESS","Jubarte³","Campos",3709.2454,136.9212,4570.453732972,"2018-06-01"
"501","7-MLL-78D-RJS","Marlim Leste","Campos",3804.8203,85.0218,4339.591267858,"2018-06-01"
"502","7-LL-106DA-RJS","Lula","Santos",2762.2439,83.04,3284.5497224,"2018-06-01"
"503","7-CRT-49-RJS","Barracuda/Caratinga","Campos",2951.2013,44.9888,3234.172304128,"2018-06-01"
"504","7-MLL-72-RJS","Marlim Leste","Campos",2428.3489,52.1665,2756.466273365,"2018-06-01"
"505","6-BRSA-817-RJS","Marlim Leste","Campos",1917.6041,38.6112,2160.461211872,"2018-06-01"
"506","6-BRSA-770D-RJS","Marlim/Voador","Campos",1313.3813,38.3468,1554.575386108,"2018-06-01"
"507","7-LL-66-RJS","Lula","Santos",1116.4008,38.6983,1359.805754323,"2018-06-01"
"508","7-LL-51-RJS","Lula","Santos",627.5222,31.0426,822.774255906,"2018-06-01"
"509","3-BRSA-1017D-RJS","Marlim Leste","Campos",711.2949,16.0037,811.955132297,"2018-06-01"
"510","7-LL-114D-RJS","Lula","Santos",220.7382,11.7106,294.395648986,"2018-06-01"
"511","7-PRB-1-ESS","Pirambu³","Campos",197.2929,7.5602,244.845121562,"2018-06-01"
"512","9-LL-19-RJS","Lula","Santos",174.1973,5.8825,211.197107325,"2018-06-01"
"513","7-PM-17D-RJS","Pampo","Campos",67.1722,1.6157,77.334646017,"2018-06-01"
"514","3-RJS-159-RJS","Pampo","Campos",52.535,2.1947,66.339246007,"2018-06-01"
"515","3-RJS-169D-RJS","Pampo","Campos",0.0042,1e-04,0.004828981,"2018-06-01"
"516","Total Geral",NA,NA,1404912.8125,56955.6735,1763153.17723704,"2018-06-01"
"517","3-BRSA-1305A-RJS","Mero","Santos",38846.0388,2575.9249,55048.116995269,"2018-07-01"
"518","7-LL-15D-RJS","Lula","Santos",35969.9745,1336.4379,44375.914967799,"2018-07-01"
"519","8-LL-87D-RJS","Lula","Santos",33488.4008,1094.2692,40371.146156852,"2018-07-01"
"520","7-SPH-17-SPS","Sapinhoá","Santos",31453.5878,1023.7467,37892.760031127,"2018-07-01"
"521","7-LL-28D-RJS","Lula","Santos",30813.8851,1085.5073,37641.519770613,"2018-07-01"
"522","9-LL-20D-RJS","Lula","Santos",28773.2396,1405.5327,37613.773231787,"2018-07-01"
"523","7-SPH-1-SPS","Sapinhoá","Santos",30890.8655,1050.2705,37496.867393605,"2018-07-01"
"524","8-LL-81D-RJS","Lula","Santos",29070.6292,1086.5146,35904.599596226,"2018-07-01"
"525","7-LL-27-RJS","Lula","Santos",26979.4378,1405.8777,35822.141416237,"2018-07-01"
"526","9-BUZ-7-RJS","Búzios","Santos",29859.1118,861.8703,35280.112231643,"2018-07-01"
"527","7-LL-48D-RJS","Lula","Santos",28982.525,998.595,35263.49781695,"2018-07-01"
"528","7-LL-80DB-RJS","Lula","Santos",28889.101,996.6062,35157.564642822,"2018-07-01"
"529","7-LL-73D-RJS","Lula","Santos",26739.364,1302.1297,34929.512408357,"2018-07-01"
"530","7-LL-60D-RJS","Lula","Santos",25791.628,1451.9037,34923.826411297,"2018-07-01"
"531","8-LL-37D-RJS","Lula","Santos",26307.0303,1216.6617,33959.601227277,"2018-07-01"
"532","7-SPH-7D-SPS","Sapinhoá","Santos",26413.8986,927.6222,32248.465989782,"2018-07-01"
"533","7-LL-91-RJS","Lula","Santos",26264.9202,870.61,31740.8916841,"2018-07-01"
"534","7-SPH-4D-SPS","Sapinhoá","Santos",26042.2106,888.6082,31631.387342442,"2018-07-01"
"535","7-LL-97-RJS","Lula","Santos",25857.6938,901.557,31528.31603417,"2018-07-01"
"536","7-SPH-14D-SPS","Sapinhoá","Santos",23997.0178,1138.5858,31158.506150698,"2018-07-01"
"537","7-LL-83D-RJS","Lula","Santos",23839.6086,1154.4675,31100.989826175,"2018-07-01"
"538","7-LL-22D-RJS","Lula","Santos",25327.1272,850.0361,30673.692762141,"2018-07-01"
"539","9-LL-7-RJS","Lula","Santos",24528.6581,943.8638,30465.382067878,"2018-07-01"
"540","7-LL-84D-RJS","Lula","Santos",25019.3571,829.399,30236.11922419,"2018-07-01"
