Poço,Campo,Bacia,Localização,Gás natural (Mm³/d),mes,Operador
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,366.977997096774,2021-08-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,360.060219677419,2021-08-01,NA
7-GVA-2DP-MA,Gavião Azul,Parnaíba,Terra,352.933718387097,2021-08-01,NA
7-GVB-15D-MA,Gavião Branco,Parnaíba,Terra,349.157736129032,2021-08-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,345.965516451613,2021-08-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,344.497647741935,2021-08-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,342.281043225806,2021-08-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,339.19898483871,2021-08-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,323.285739354839,2021-08-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,317.753793225806,2021-08-01,NA
7-GVC-4D-MA,Gavião Caboclo,Parnaíba,Terra,299.045858387097,2021-08-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,295.331659354839,2021-08-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,292.092389032258,2021-08-01,NA
3-PGN-4-MA,Gavião Branco,Parnaíba,Terra,291.947206774194,2021-08-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,290.091816129032,2021-08-01,NA
7-GBSE-2D-MA,Gavião Branco,Parnaíba,Terra,287.903061290323,2021-08-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,287.842890967742,2021-08-01,NA
7-GVB-16-MA,Gavião Branco,Parnaíba,Terra,285.240535483871,2021-08-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,623.484207666667,2021-09-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,487.471507333333,2021-09-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,452.121403666667,2021-09-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,436.361952333333,2021-09-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,406.999143333333,2021-09-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,405.785743666667,2021-09-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,403.698209666667,2021-09-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,396.184045666667,2021-09-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,394.011076,2021-09-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,385.861447,2021-09-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,384.869453333333,2021-09-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,382.197804666667,2021-09-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,363.561942666667,2021-09-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,352.534110333333,2021-09-01,NA
7-GVB-16-MA,Gavião Branco,Parnaíba,Terra,351.757829666667,2021-09-01,NA
7-GVB-15D-MA,Gavião Branco,Parnaíba,Terra,351.384633,2021-09-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,334.119693,2021-09-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,333.032648333333,2021-09-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,325.889906,2021-09-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,319.537055666667,2021-09-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,316.018854,2021-09-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,314.791718333333,2021-09-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,308.869962666667,2021-09-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,304.704172666667,2021-09-01,NA
3-PGN-4-MA,Gavião Branco,Parnaíba,Terra,290.461357,2021-09-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,286.950707,2021-09-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,285.717475333333,2021-09-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,284.355158,2021-09-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,282.078098333333,2021-09-01,NA
7-GVA-2DP-MA,Gavião Azul,Parnaíba,Terra,279.55558,2021-09-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,633.795890322581,2021-10-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,502.304033548387,2021-10-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,499.825932580645,2021-10-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,485.071812258065,2021-10-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,484.65756,2021-10-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,463.011649677419,2021-10-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,450.532417096774,2021-10-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,410.804896129032,2021-10-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,406.188729354839,2021-10-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,402.529105806452,2021-10-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,402.35384516129,2021-10-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,396.153991612903,2021-10-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,386.387972258065,2021-10-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,385.425432258065,2021-10-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,360.666952580645,2021-10-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,352.563986451613,2021-10-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,350.477292903226,2021-10-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,344.612287741935,2021-10-01,NA
7-GVB-16-MA,Gavião Branco,Parnaíba,Terra,340.217573870968,2021-10-01,NA
7-GVB-15D-MA,Gavião Branco,Parnaíba,Terra,335.057430967742,2021-10-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,334.044398064516,2021-10-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,307.420111935484,2021-10-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,305.69820516129,2021-10-01,NA
7-GVC-3D-MA,Gavião Caboclo,Parnaíba,Terra,285.634151935484,2021-10-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,285.427862258065,2021-10-01,NA
3-PGN-4-MA,Gavião Branco,Parnaíba,Terra,285.06032516129,2021-10-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,274.977281935484,2021-10-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,272.654941935484,2021-10-01,NA
1-OGX-121-MA,Gavião Vermelho,Parnaíba,Terra,270.021846774194,2021-10-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,267.438216129032,2021-10-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,536.50443516129,2021-12-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,499.104778387097,2021-12-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,467.770569032258,2021-12-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,465.28045483871,2021-12-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,457.316770645161,2021-12-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,402.572792903226,2021-12-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,399.695689354839,2021-12-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,390.557499677419,2021-12-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,367.60774516129,2021-12-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,356.345512903226,2021-12-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,352.431649677419,2021-12-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,342.567678064516,2021-12-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,325.166901290323,2021-12-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,310.264890645161,2021-12-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,300.851026451613,2021-12-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,295.502087419355,2021-12-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,291.674338064516,2021-12-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,286.173605483871,2021-12-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,284.787601935484,2021-12-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,261.074403870968,2021-12-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,259.886026129032,2021-12-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,246.164965483871,2021-12-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,243.555239354839,2021-12-01,NA
7-RUC-62HP-AM,Rio Urucu,Solimões,Terra,239.791858064516,2021-12-01,NA
3-LUC-8-AM,Leste Do Urucu,Solimões,Terra,237.69928516129,2021-12-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,237.079547741935,2021-12-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,226.174634516129,2021-12-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,217.536303548387,2021-12-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,207.432603870968,2021-12-01,NA
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,201.986569032258,2021-12-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,621.694409666667,2021-11-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,499.511486,2021-11-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,496.277061,2021-11-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,488.041268666667,2021-11-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,460.999135,2021-11-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,458.964151,2021-11-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,441.135288666667,2021-11-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,403.627200333333,2021-11-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,386.999926,2021-11-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,385.250599333333,2021-11-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,375.473613333333,2021-11-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,374.043386666667,2021-11-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,372.295093333333,2021-11-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,366.161408,2021-11-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,354.041726,2021-11-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,349.817051666667,2021-11-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,329.610389,2021-11-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,325.060721333333,2021-11-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,319.217633333333,2021-11-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,318.046352333333,2021-11-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,305.964358333333,2021-11-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,282.560189666667,2021-11-01,NA
7-GVB-16-MA,Gavião Branco,Parnaíba,Terra,281.268423333333,2021-11-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,278.569317,2021-11-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,277.860511,2021-11-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,277.656544666667,2021-11-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,277.207507,2021-11-01,NA
7-GVB-15D-MA,Gavião Branco,Parnaíba,Terra,269.647678,2021-11-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,266.415963333333,2021-11-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,261.885879333333,2021-11-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,479.574503214286,2021-02-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,475.159171071429,2021-02-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,470.1585625,2021-02-01,NA
7-LUC-42HP-AM,Leste do Urucu,Solimões,Terra,460.942445714286,2021-02-01,NA
7-LUC-84HP-AM,Leste do Urucu,Solimões,Terra,458.272833571429,2021-02-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,396.62614,2021-02-01,NA
7-LUC-65HP-AM,Leste do Urucu,Solimões,Terra,394.993945,2021-02-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,385.598243928571,2021-02-01,NA
7-LUC-80DP-AM,Leste do Urucu,Solimões,Terra,381.053745,2021-02-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,376.772496428571,2021-02-01,NA
7-LUC-57HP-AM,Leste do Urucu,Solimões,Terra,372.536944642857,2021-02-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,351.384326071429,2021-02-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,345.061407142857,2021-02-01,NA
1-BRSA-769-AM,Arara Azul,Solimões,Terra,333.569990714286,2021-02-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,326.474955357143,2021-02-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,322.218809642857,2021-02-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,321.2596,2021-02-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,316.437769642857,2021-02-01,NA
3-PGN-4-MA,Gavião Branco,Parnaíba,Terra,309.587597857143,2021-02-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,306.155015357143,2021-02-01,NA
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,297.827157142857,2021-02-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,295.8297975,2021-02-01,NA
7-LUC-17-AM,Leste do Urucu,Solimões,Terra,289.982641785714,2021-02-01,NA
7-LUC-90HP-AM,Leste do Urucu,Solimões,Terra,286.168232857143,2021-02-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,281.237263571429,2021-02-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,279.341386071429,2021-02-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,270.563768214286,2021-02-01,NA
7-LUC-59HP-AM,Leste do Urucu,Solimões,Terra,264.412014642857,2021-02-01,NA
7-LUC-38HP-AM,Leste do Urucu,Solimões,Terra,264.265005357143,2021-02-01,NA
7-LUC-73HP-AM,Leste do Urucu,Solimões,Terra,254.206932142857,2021-02-01,NA
9-RUC-75D-AM,Leste do Urucu,Solimões,Terra,681.589403333333,2022-04-01,NA
7-LUC-65HP-AM,Rio Urucu,Solimões,Terra,515.684714,2022-04-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,487.03489,2022-04-01,NA
9-RUC-104DP-AM,Leste do Urucu,Solimões,Terra,452.075936666667,2022-04-01,NA
7-LUC-71HP-AM,Leste do Urucu,Solimões,Terra,429.807198333333,2022-04-01,NA
7-LUC-42HP-AM,Rio Urucu,Solimões,Terra,399.333680666667,2022-04-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,392.564566666667,2022-04-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,390.391232333333,2022-04-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,385.590448,2022-04-01,NA
7-RUC-67HPA-AM,Arara Azul,Solimões,Terra,379.162919666667,2022-04-01,NA
3-BRSA-1106DA-AM,Rio Urucu,Solimões,Terra,375.811947666667,2022-04-01,NA
3-RUC-16D-AM,Leste do Urucu,Solimões,Terra,367.818071,2022-04-01,NA
7-LUC-41HP-AM,Leste do Urucu,Solimões,Terra,351.232709333333,2022-04-01,NA
7-LUC-57HP-AM,Araracanga,Solimões,Terra,348.809701333333,2022-04-01,NA
1-SMT-2-AM,Leste do Urucu,Solimões,Terra,325.234137666667,2022-04-01,NA
7-LUC-63HP-AM,Leste do Urucu,Solimões,Terra,308.171725666667,2022-04-01,NA
7-LUC-80DP-AM,Rio Urucu,Solimões,Terra,305.456811666667,2022-04-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,293.880726666667,2022-04-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,281.668058666667,2022-04-01,NA
4-RUC-10-AM,Leste do Urucu,Solimões,Terra,270.896886666667,2022-04-01,NA
7-LUC-17-AM,Rio Urucu,Solimões,Terra,266.109852,2022-04-01,NA
9-RUC-97DP-AM,Leste do Urucu,Solimões,Terra,265.264318666667,2022-04-01,NA
7-LUC-59HP-AM,Leste do Urucu,Solimões,Terra,251.640869333333,2022-04-01,NA
7-LUC-22DP-AM,Leste do Urucu,Solimões,Terra,248.371200666667,2022-04-01,NA
7-LUC-73HP-AM,Leste do Urucu,Solimões,Terra,247.099903,2022-04-01,NA
3-LUC-8-AM,Rio Urucu,Solimões,Terra,244.641812333333,2022-04-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,239.691678666667,2022-04-01,NA
7-RUC-58HP-AM,Leste do Urucu,Solimões,Terra,236.733166333333,2022-04-01,NA
9-LUC-91D-AM,Leste do Urucu,Solimões,Terra,235.175228,2022-04-01,NA
7-LUC-31HP-AM,Leste do Urucu,Solimões,Terra,230.755040333333,2022-04-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,531.504530714286,2022-02-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,489.035803214286,2022-02-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,485.4803325,2022-02-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,458.315035357143,2022-02-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,448.852833928571,2022-02-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,408.972180357143,2022-02-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,390.519362142857,2022-02-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,376.011453214286,2022-02-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,370.619275714286,2022-02-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,360.324795,2022-02-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,356.967695714286,2022-02-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,352.019068214286,2022-02-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,348.579491071429,2022-02-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,348.490742857143,2022-02-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,321.569063214286,2022-02-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,301.319400357143,2022-02-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,297.588851071429,2022-02-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,280.8907975,2022-02-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,265.397824642857,2022-02-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,257.874085714286,2022-02-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,246.969579285714,2022-02-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,241.488078928571,2022-02-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,235.7944175,2022-02-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,233.034343214286,2022-02-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,232.896678214286,2022-02-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,225.898432142857,2022-02-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,223.243607857143,2022-02-01,NA
3-LUC-8-AM,Leste Do Urucu,Solimões,Terra,222.272757142857,2022-02-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,205.27779,2022-02-01,NA
7-RUC-108DP-AM,Rio Urucu,Solimões,Terra,201.0648875,2022-02-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,613.748379032258,2022-01-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,529.350782258065,2022-01-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,502.525803225806,2022-01-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,498.671467741935,2022-01-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,497.232728064516,2022-01-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,480.38868,2022-01-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,415.822022903226,2022-01-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,409.772182903226,2022-01-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,380.004696451613,2022-01-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,376.902387741935,2022-01-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,370.957416451613,2022-01-01,NA
7-LUC-63HP-AM,Leste Do Urucu,Solimões,Terra,333.118043548387,2022-01-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,320.916846774194,2022-01-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,315.616268064516,2022-01-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,309.454827096774,2022-01-01,NA
7-LUC-17-AM,Leste Do Urucu,Solimões,Terra,298.935910645161,2022-01-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,298.454823225806,2022-01-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,285.622234516129,2022-01-01,NA
7-LUC-59HP-AM,Leste Do Urucu,Solimões,Terra,268.823676451613,2022-01-01,NA
9-RUC-97DP-AM,Rio Urucu,Solimões,Terra,262.584091612903,2022-01-01,NA
3-LUC-8-AM,Leste Do Urucu,Solimões,Terra,256.650519354839,2022-01-01,NA
7-LUC-22DP-AM,Leste Do Urucu,Solimões,Terra,253.722070645161,2022-01-01,NA
9-LUC-91D-AM,Leste Do Urucu,Solimões,Terra,246.081749677419,2022-01-01,NA
7-LUC-73HP-AM,Leste Do Urucu,Solimões,Terra,243.894145483871,2022-01-01,NA
9-RUC-63D-AM,Rio Urucu,Solimões,Terra,240.245574516129,2022-01-01,NA
7-RUC-108DP-AM,Rio Urucu,Solimões,Terra,230.322052258065,2022-01-01,NA
3-BRSA-515-AM,Rio Urucu,Solimões,Terra,227.722172258065,2022-01-01,NA
7-RUC-58HP-AM,Rio Urucu,Solimões,Terra,216.604565806452,2022-01-01,NA
7-RUC-24D-AM,Rio Urucu,Solimões,Terra,206.351701290323,2022-01-01,NA
7-LUC-38HP-AM,Leste Do Urucu,Solimões,Terra,202.443740645161,2022-01-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,574.979793,2022-06-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,491.156122,2022-06-01,NA
7-LUC-42HP-AM,Leste Do Urucu,Solimões,Terra,420.431419666667,2022-06-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,394.319875333333,2022-06-01,NA
7-GVB-6-MA,Gavião Branco,Parnaíba,Terra,389.796752,2022-06-01,NA
7-RUC-39HP-AM,Rio Urucu,Solimões,Terra,380.258281333333,2022-06-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,373.076623333333,2022-06-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,358.893134,2022-06-01,NA
7-LUC-84HP-AM,Leste Do Urucu,Solimões,Terra,356.028041,2022-06-01,NA
3-PGN-5-MA,Gavião Caboclo,Parnaíba,Terra,352.952510333333,2022-06-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,352.162428,2022-06-01,NA
7-GVB-10-MA,Gavião Branco,Parnaíba,Terra,348.570514,2022-06-01,NA
7-GVC-2D-MA,Gavião Caboclo,Parnaíba,Terra,346.685949,2022-06-01,NA
1-OGX-107-MA,Gavião Caboclo,Parnaíba,Terra,344.33705200000003,2022-06-01,NA
7-LUC-41HP-AM,Leste Do Urucu,Solimões,Terra,324.336607666667,2022-06-01,NA
7-LUC-57HP-AM,Leste Do Urucu,Solimões,Terra,320.229734666667,2022-06-01,NA
1-SMT-2-AM,Araracanga,Solimões,Terra,318.874971,2022-06-01,NA
7-LUC-80DP-AM,Leste Do Urucu,Solimões,Terra,312.798597666667,2022-06-01,NA
7-GVC-6D-MA,Gavião Caboclo,Parnaíba,Terra,312.409313666667,2022-06-01,NA
7-LUC-71HP-AM,Leste Do Urucu,Solimões,Terra,310.717056,2022-06-01,NA
7-GVR-25D-MA,Gavião Real,Parnaíba,Terra,306.840877,2022-06-01,NA
7-RUC-96HP-AM,Rio Urucu,Solimões,Terra,295.253105,2022-06-01,NA
3-RUC-8-AM,Rio Urucu,Solimões,Terra,289.126024,2022-06-01,NA
7-RUC-107HP-AM,Rio Urucu,Solimões,Terra,286.372892,2022-06-01,NA
3-PGN-7D-MA,Gavião Vermelho,Parnaíba,Terra,286.021662333333,2022-06-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,277.965654,2022-06-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,276.374549,2022-06-01,NA
7-GVR-18-MA,Gavião Real,Parnaíba,Terra,275.735983333333,2022-06-01,NA
7-RUC-103DP-AM,Rio Urucu,Solimões,Terra,272.282413,2022-06-01,NA
7-GVB-16-MA,Rio Urucu,Solimões,Terra,261.679850333333,2022-06-01,NA
9-RUC-75D-AM,Rio Urucu,Solimões,Terra,622.930792903226,2022-05-01,NA
7-LUC-65HP-AM,Leste Do Urucu,Solimões,Terra,473.014030967742,2022-05-01,NA
3-BRSA-1106DA-AM,Arara Azul,Solimões,Terra,413.398378387097,2022-05-01,NA
7-RUC-83H-AM,Rio Urucu,Solimões,Terra,396.626728387097,2022-05-01,NA
9-RUC-104DP-AM,Rio Urucu,Solimões,Terra,390.069497096774,2022-05-01,NA
7-RUC-56HP-AM,Rio Urucu,Solimões,Terra,388.540934516129,2022-05-01,NA
7-RUC-67HPA-AM,Rio Urucu,Solimões,Terra,363.469008709677,2022-05-01,NA
3-RUC-16D-AM,Rio Urucu,Solimões,Terra,354.008949032258,2022-05-01,NA
